eid,subject area code
2-s2.0-85163138779,2900
2-s2.0-85184422867,1306
2-s2.0-85184422867,2730
2-s2.0-85099156609,3400
2-s2.0-85099817122,3500
2-s2.0-85102534232,3612
2-s2.0-85102534232,2732
2-s2.0-85098639803,2611
2-s2.0-85098639803,2201
2-s2.0-85098639803,1000
2-s2.0-85098639803,2604
2-s2.0-85087353572,2701
2-s2.0-85087353572,2916
2-s2.0-85103625213,2701
2-s2.0-85103625213,2916
2-s2.0-85097850795,1106
2-s2.0-85097850795,2712
2-s2.0-85097850795,2916
2-s2.0-85089356160,2701
2-s2.0-85089356160,2916
2-s2.0-85150312607,2700
2-s2.0-85150312607,3200
2-s2.0-85150312607,2900
2-s2.0-85098090213,1106
2-s2.0-85098090213,2712
2-s2.0-85098090213,2916
2-s2.0-85099503913,2902
2-s2.0-85179869901,2916
2-s2.0-85179869901,2701
2-s2.0-85179869901,1106
2-s2.0-85179869344,2916
2-s2.0-85179869344,2701
2-s2.0-85179869344,1106
2-s2.0-85179868303,2916
2-s2.0-85179868303,2701
2-s2.0-85179868303,1106
2-s2.0-85179867536,2916
2-s2.0-85179867536,2701
2-s2.0-85179867536,1106
2-s2.0-85179864315,2916
2-s2.0-85179864315,2701
2-s2.0-85179864315,1106
2-s2.0-85179861921,2916
2-s2.0-85179861921,2701
2-s2.0-85179861921,1106
2-s2.0-85118891196,2916
2-s2.0-85118891196,2701
2-s2.0-85118891196,1106
2-s2.0-85114377587,1106
2-s2.0-85114377587,2712
2-s2.0-85114377587,1303
2-s2.0-85114377587,1314
2-s2.0-85114377587,2916
2-s2.0-85114377587,2739
2-s2.0-85114376950,1106
2-s2.0-85114376950,2916
2-s2.0-85114376950,1303
2-s2.0-85114376950,1314
2-s2.0-85114376950,2712
2-s2.0-85114376950,2739
2-s2.0-85114374709,1106
2-s2.0-85114374709,2712
2-s2.0-85114374709,1303
2-s2.0-85114374709,1314
2-s2.0-85114374709,2916
2-s2.0-85114374709,2739
2-s2.0-85114312233,1106
2-s2.0-85114312233,2916
2-s2.0-85114312233,1303
2-s2.0-85114312233,1314
2-s2.0-85114312233,2712
2-s2.0-85114312233,2739
2-s2.0-85114288523,1106
2-s2.0-85114288523,2712
2-s2.0-85114288523,1303
2-s2.0-85114288523,1314
2-s2.0-85114288523,2916
2-s2.0-85114288523,2739
2-s2.0-85110921464,1106
2-s2.0-85110921464,2916
2-s2.0-85110921464,1303
2-s2.0-85110921464,1314
2-s2.0-85110921464,2712
2-s2.0-85110921464,2739
2-s2.0-85104635935,2718
2-s2.0-85104635935,2902
2-s2.0-85104635935,3605
2-s2.0-85104268168,2911
2-s2.0-85104268168,2719
2-s2.0-85104268168,2718
2-s2.0-85104268168,3605
2-s2.0-85099616217,2701
2-s2.0-85099616217,1106
2-s2.0-85099616217,2916
2-s2.0-85099317989,1106
2-s2.0-85099317989,2916
2-s2.0-85099317491,1106
2-s2.0-85099317491,2916
2-s2.0-85099312701,1106
2-s2.0-85099312701,2916
2-s2.0-85099304621,1106
2-s2.0-85099304621,2916
2-s2.0-85099303787,1106
2-s2.0-85099303787,2916
2-s2.0-85099277205,1106
2-s2.0-85099277205,2916
2-s2.0-85098248651,1106
2-s2.0-85098248651,2916
2-s2.0-85097929992,2919
2-s2.0-85097929992,2719
2-s2.0-85097929992,2729
2-s2.0-85097929992,2913
2-s2.0-85097887439,2735
2-s2.0-85097887439,2729
2-s2.0-85097887439,2916
2-s2.0-85097887439,2739
2-s2.0-85097669233,1106
2-s2.0-85097669233,2916
2-s2.0-85097665670,1106
2-s2.0-85097665670,2916
2-s2.0-85097583883,2735
2-s2.0-85097583883,2712
2-s2.0-85097583883,2916
2-s2.0-85097579961,2735
2-s2.0-85097579961,2712
2-s2.0-85097579961,2916
2-s2.0-85097557425,2701
2-s2.0-85097557425,3612
2-s2.0-85097557425,2916
2-s2.0-85097402995,1106
2-s2.0-85097402995,2916
2-s2.0-85097385851,1106
2-s2.0-85097385851,2916
2-s2.0-85097048003,2701
2-s2.0-85097048003,3612
2-s2.0-85097048003,2916
2-s2.0-85097036418,1106
2-s2.0-85097036418,2916
2-s2.0-85096871566,1106
2-s2.0-85096871566,2701
2-s2.0-85096871566,2916
2-s2.0-85096801862,1106
2-s2.0-85096801862,2916
2-s2.0-85096725343,1314
2-s2.0-85096725343,2916
2-s2.0-85096725343,2737
2-s2.0-85096718498,1314
2-s2.0-85096718498,2916
2-s2.0-85096718498,2737
2-s2.0-85096642619,2900
2-s2.0-85096508827,2911
2-s2.0-85096508827,2739
2-s2.0-85096203005,2701
2-s2.0-85096203005,2916
2-s2.0-85096165624,2712
2-s2.0-85096165624,1310
2-s2.0-85096165624,2916
2-s2.0-85096147583,2701
2-s2.0-85096147583,2916
2-s2.0-85096147583,2739
2-s2.0-85096144563,2701
2-s2.0-85096144563,2712
2-s2.0-85096144563,2916
2-s2.0-85096015409,2712
2-s2.0-85096015409,1310
2-s2.0-85096015409,2916
2-s2.0-85095999784,2701
2-s2.0-85095999784,2916
2-s2.0-85095862488,2724
2-s2.0-85095862488,2705
2-s2.0-85095862488,2903
2-s2.0-85095862488,2902
2-s2.0-85095861411,2724
2-s2.0-85095861411,2705
2-s2.0-85095861411,2903
2-s2.0-85095861411,2902
2-s2.0-85095431981,2900
2-s2.0-85095431981,2728
2-s2.0-85095431981,2703
2-s2.0-85094966368,1106
2-s2.0-85094966368,2916
2-s2.0-85094821026,2900
2-s2.0-85094652828,2701
2-s2.0-85094652828,2916
2-s2.0-85094652828,2717
2-s2.0-85094652689,3306
2-s2.0-85094652689,1302
2-s2.0-85094652689,2909
2-s2.0-85094652689,2717
2-s2.0-85094556425,1106
2-s2.0-85094556425,2701
2-s2.0-85094556425,2916
2-s2.0-85093933147,1106
2-s2.0-85093933147,2916
2-s2.0-85093931038,2730
2-s2.0-85093931038,2917
2-s2.0-85093931038,2706
2-s2.0-85093915989,3306
2-s2.0-85093915989,2909
2-s2.0-85093915989,2717
2-s2.0-85093677682,2712
2-s2.0-85093677682,2916
2-s2.0-85093670306,2712
2-s2.0-85093670306,2916
2-s2.0-85092907892,2712
2-s2.0-85092907892,2916
2-s2.0-85092897057,2712
2-s2.0-85092897057,2916
2-s2.0-85092892608,2701
2-s2.0-85092892608,2712
2-s2.0-85092892608,1310
2-s2.0-85092892608,2916
2-s2.0-85092773808,2701
2-s2.0-85092773808,2916
2-s2.0-85092744261,1106
2-s2.0-85092744261,2701
2-s2.0-85092744261,2916
2-s2.0-85092648098,1314
2-s2.0-85092648098,2916
2-s2.0-85092648098,2737
2-s2.0-85092591447,1106
2-s2.0-85092591447,2916
2-s2.0-85092188856,2914
2-s2.0-85092178125,2746
2-s2.0-85092178125,2712
2-s2.0-85092178125,2916
2-s2.0-85092040851,2712
2-s2.0-85092040851,1303
2-s2.0-85092040851,1312
2-s2.0-85092040851,2916
2-s2.0-85092040851,1308
2-s2.0-85092031389,2712
2-s2.0-85092031389,1303
2-s2.0-85092031389,1312
2-s2.0-85092031389,2916
2-s2.0-85092031389,1308
2-s2.0-85091755079,2712
2-s2.0-85091755079,2916
2-s2.0-85091730375,2746
2-s2.0-85091730375,2712
2-s2.0-85091730375,2916
2-s2.0-85091691349,2712
2-s2.0-85091691349,2916
2-s2.0-85091680087,2900
2-s2.0-85091480636,2746
2-s2.0-85091480636,2712
2-s2.0-85091480636,2916
2-s2.0-85091321284,2746
2-s2.0-85091321284,2712
2-s2.0-85091321284,2916
2-s2.0-85091251004,2900
2-s2.0-85091251004,2728
2-s2.0-85091251004,2703
2-s2.0-85091205842,1106
2-s2.0-85091205842,2701
2-s2.0-85091205842,2916
2-s2.0-85091149930,2746
2-s2.0-85091149930,2712
2-s2.0-85091149930,2916
2-s2.0-85090967175,2701
2-s2.0-85090967175,2916
2-s2.0-85090847773,2724
2-s2.0-85090847773,2712
2-s2.0-85090847773,2916
2-s2.0-85090847773,2714
2-s2.0-85090841828,2746
2-s2.0-85090841828,2712
2-s2.0-85090841828,2916
2-s2.0-85090583983,2701
2-s2.0-85090583983,2916
2-s2.0-85090583983,2739
2-s2.0-85090237276,2746
2-s2.0-85090237276,2712
2-s2.0-85090237276,2916
2-s2.0-85090147832,2701
