eid,subject area code
2-s2.0-84951935294,2701
2-s2.0-84951935294,2916
2-s2.0-84954443335,3612
2-s2.0-84948760347,3005
2-s2.0-84948760347,2307
2-s2.0-85014271417,3501
2-s2.0-85014271417,2508
2-s2.0-85014271417,2507
2-s2.0-85014271417,2505
2-s2.0-84960127654,2404
2-s2.0-84960127654,1312
2-s2.0-84960127654,1311
2-s2.0-84954465715,2738
2-s2.0-84954465715,2803
2-s2.0-84951336178,2404
2-s2.0-84951336178,3400
2-s2.0-84995404216,1700
2-s2.0-84995404216,1500
2-s2.0-84995404216,2200
2-s2.0-84954521321,2728
2-s2.0-84954446453,2611
2-s2.0-84954446453,2201
2-s2.0-84954446453,1000
2-s2.0-84954446453,2604
2-s2.0-85032096555,1110
2-s2.0-84962773076,1103
2-s2.0-84962773076,3400
2-s2.0-84951268343,2712
2-s2.0-84951268343,2701
2-s2.0-84951268343,2916
2-s2.0-84953838431,1106
2-s2.0-84953838431,2916
2-s2.0-84930763672,2746
2-s2.0-84930763672,2712
2-s2.0-84930763672,2916
2-s2.0-84950265255,2712
2-s2.0-84950265255,2701
2-s2.0-84950265255,2916
2-s2.0-84925933942,2712
2-s2.0-84925933942,1314
2-s2.0-84925933942,2916
2-s2.0-84925933942,2737
2-s2.0-84951824039,2701
2-s2.0-84951824039,2916
2-s2.0-85136128948,2701
2-s2.0-85136128948,2712
2-s2.0-85136128948,2916
2-s2.0-85073717275,2900
2-s2.0-85058660039,2900
2-s2.0-85044791316,2900
2-s2.0-85020044765,2701
2-s2.0-85020044765,2712
2-s2.0-85020044765,2916
2-s2.0-85018689705,2735
2-s2.0-85018689705,3304
2-s2.0-85018689705,3312
2-s2.0-85018689705,2919
2-s2.0-85018689705,2905
2-s2.0-85000989948,2701
2-s2.0-85000989948,2712
2-s2.0-85000989948,2916
2-s2.0-84989343068,2701
2-s2.0-84989343068,2712
2-s2.0-84989343068,2916
2-s2.0-84988692006,2701
2-s2.0-84988692006,2712
2-s2.0-84988692006,2916
2-s2.0-84987796872,2900
2-s2.0-84983160198,2712
2-s2.0-84983160198,1303
2-s2.0-84983160198,1312
2-s2.0-84983160198,2916
2-s2.0-84983160198,1308
2-s2.0-84979098558,2900
2-s2.0-84979096611,2900
2-s2.0-84979094483,2900
2-s2.0-84979092809,2900
2-s2.0-84979090801,2900
2-s2.0-84979090771,2900
2-s2.0-84977580437,2900
2-s2.0-84977573626,2900
2-s2.0-84977549996,2900
2-s2.0-84977523838,2900
2-s2.0-84977469697,2900
2-s2.0-84965030987,2701
2-s2.0-84965030987,2712
2-s2.0-84965030987,2916
2-s2.0-84961182224,2701
2-s2.0-84961182224,2916
2-s2.0-84961144532,2701
2-s2.0-84961144532,2916
2-s2.0-84961114632,2701
2-s2.0-84961114632,2916
2-s2.0-84960125742,1106
2-s2.0-84960125742,2916
2-s2.0-84959376819,2701
2-s2.0-84959376819,2732
2-s2.0-84959376819,2916
2-s2.0-84958743095,2727
2-s2.0-84958743095,2902
2-s2.0-84957811429,2712
2-s2.0-84957811429,2916
2-s2.0-84957676364,2712
2-s2.0-84957676364,1312
2-s2.0-84957676364,1311
2-s2.0-84957676364,2916
2-s2.0-84957676364,2705
2-s2.0-84957676364,1307
2-s2.0-84956735895,2900
2-s2.0-84955753277,2724
2-s2.0-84955753277,2712
2-s2.0-84955753277,2902
2-s2.0-84955681531,2724
2-s2.0-84955681531,2712
2-s2.0-84955681531,2902
2-s2.0-84952665924,2701
2-s2.0-84952665924,2916
2-s2.0-84951739686,2905
2-s2.0-84951739686,2717
2-s2.0-84951053288,2746
2-s2.0-84951053288,2916
2-s2.0-84951053288,2914
2-s2.0-84949531265,2729
2-s2.0-84949531265,2913
2-s2.0-84949529391,2729
2-s2.0-84949529391,2913
2-s2.0-84949194802,2919
2-s2.0-84949099041,2701
2-s2.0-84949099041,2916
2-s2.0-84948799617,2701
2-s2.0-84948799617,2916
2-s2.0-84948762561,2701
2-s2.0-84948762561,2916
2-s2.0-84948717062,1106
2-s2.0-84948717062,2701
2-s2.0-84948717062,2916
2-s2.0-84948701109,1106
2-s2.0-84948701109,2701
2-s2.0-84948701109,2916
2-s2.0-84947794161,1203
2-s2.0-84947794161,3310
2-s2.0-84947794161,3616
2-s2.0-84947794161,2912
2-s2.0-84947613816,2701
2-s2.0-84947613816,2916
2-s2.0-84947611637,2701
2-s2.0-84947611637,2916
2-s2.0-84947486899,2746
2-s2.0-84947486899,2712
2-s2.0-84947486899,2916
2-s2.0-84947077640,2900
2-s2.0-84947072389,2900
2-s2.0-84947068543,2900
2-s2.0-84947066955,2900
2-s2.0-84946737844,2914
2-s2.0-84946486599,1305
2-s2.0-84946486599,1106
2-s2.0-84946486599,1102
2-s2.0-84946486599,2916
2-s2.0-84946480525,1305
2-s2.0-84946480525,1106
2-s2.0-84946480525,1102
2-s2.0-84946480525,2916
2-s2.0-84946475188,1305
2-s2.0-84946475188,1106
2-s2.0-84946475188,1102
2-s2.0-84946475188,2916
2-s2.0-84946415398,1106
2-s2.0-84946415398,2701
2-s2.0-84946415398,2916
2-s2.0-84946414599,1106
2-s2.0-84946414599,2701
2-s2.0-84946414599,2916
2-s2.0-84946407462,1106
2-s2.0-84946407462,2701
2-s2.0-84946407462,2916
2-s2.0-84945907043,2910
2-s2.0-84945907043,3306
2-s2.0-84945907043,2719
2-s2.0-84945314573,2711
2-s2.0-84945314573,2906
2-s2.0-84944400957,2701
2-s2.0-84944400957,2916
2-s2.0-84939230416,2701
2-s2.0-84939230416,2916
2-s2.0-84938697129,1106
2-s2.0-84938697129,2916
2-s2.0-84937042304,1106
2-s2.0-84937042304,2916
2-s2.0-84924873425,2916
2-s2.0-84924873425,2706
2-s2.0-84924462851,2916
2-s2.0-84924462851,2706
2-s2.0-84924041331,2916
2-s2.0-84924041331,2706
2-s2.0-84923899723,2713
2-s2.0-84923899723,2905
2-s2.0-84923899723,2705
2-s2.0-84920193761,2916
2-s2.0-84920193761,2706
2-s2.0-84923833184,2701
2-s2.0-84923833184,2916
2-s2.0-84923822789,2701
2-s2.0-84923822789,2916
2-s2.0-84923811318,2701
2-s2.0-84923811318,2916
2-s2.0-84923810336,2701
2-s2.0-84923810336,2916
2-s2.0-84923809007,2701
2-s2.0-84923809007,2916
2-s2.0-84923806355,2701
2-s2.0-84923806355,2916
2-s2.0-84923804495,2701
2-s2.0-84923804495,2916
2-s2.0-84923791604,2701
2-s2.0-84923791604,2916
2-s2.0-84923791424,2701
2-s2.0-84923791424,2916
2-s2.0-84923786405,2701
2-s2.0-84923786405,2916
2-s2.0-84923784272,2701
2-s2.0-84923784272,2916
2-s2.0-84923781696,2701
2-s2.0-84923781696,2916
2-s2.0-84923770686,2701
2-s2.0-84923770686,2916
2-s2.0-84923769513,2701
2-s2.0-84923769513,2916
2-s2.0-84950320983,2701
2-s2.0-84950320983,2916
2-s2.0-84949798098,1106
2-s2.0-84949798098,2916
2-s2.0-84937164859,2701
2-s2.0-84937164859,2916
2-s2.0-84937164859,2739
2-s2.0-84937164460,2701
2-s2.0-84937164460,2916
2-s2.0-84937164460,2739
2-s2.0-84937161782,2701
2-s2.0-84937161782,2916
2-s2.0-84937161782,2739
2-s2.0-84924292635,2712
2-s2.0-84924292635,1314
2-s2.0-84924292635,2916
2-s2.0-84924292635,2737
2-s2.0-84947764608,1106
2-s2.0-84947764608,2916
2-s2.0-84947727132,1106
2-s2.0-84947727132,2916
2-s2.0-84947712256,2900
2-s2.0-84962328222,2910
2-s2.0-84962328222,2909
2-s2.0-84962328222,2908
2-s2.0-84962328222,2719
2-s2.0-84959279308,2712
2-s2.0-84959279308,1314
2-s2.0-84959279308,2916
2-s2.0-84959279308,2737
2-s2.0-84948472870,1106
2-s2.0-84948472870,2916
2-s2.0-85013265803,1106
2-s2.0-85013265803,2712
2-s2.0-85013265803,2916
2-s2.0-84947072128,2724
2-s2.0-84947072128,2705
2-s2.0-84947072128,2903
2-s2.0-84947072128,2902
2-s2.0-84947071810,2724
2-s2.0-84947071810,2705
2-s2.0-84947071810,2903
2-s2.0-84947071810,2902
2-s2.0-84947050727,2724
2-s2.0-84947050727,2705
2-s2.0-84947050727,2903
2-s2.0-84947050727,2902
2-s2.0-84944176150,2701
2-s2.0-84944176150,2916
2-s2.0-85051281378,2900
2-s2.0-85031129787,2900
2-s2.0-85031120684,2900
2-s2.0-85031115178,2900
2-s2.0-85031034003,2900
2-s2.0-85031026705,2900
2-s2.0-85031019684,2900
2-s2.0-85031019108,2900
2-s2.0-85031015333,2900
2-s2.0-85031011490,2900
2-s2.0-85031001081,2900
2-s2.0-85029958063,2900
2-s2.0-85028333724,2900
2-s2.0-85027726940,2900
2-s2.0-85014445029,2900
2-s2.0-85010373275,2900
2-s2.0-85006268159,2900
2-s2.0-84995574425,2900
2-s2.0-84983189287,2900
2-s2.0-84962920874,2900
2-s2.0-84962920197,2900
2-s2.0-84962905886,2900
2-s2.0-84962878742,2900
2-s2.0-84962878177,2900
2-s2.0-84962863051,2900
2-s2.0-84962861153,2900
2-s2.0-84962860514,2900
2-s2.0-84962860304,2900
2-s2.0-84962859924,2900
2-s2.0-84962859131,2900
2-s2.0-84962855733,2900
2-s2.0-84962845258,2900
2-s2.0-84962809924,2900
2-s2.0-84962809866,2900
2-s2.0-84962808754,2900
2-s2.0-84962791811,2900
2-s2.0-84962788723,2900
2-s2.0-84962783940,2900
2-s2.0-84951288106,2701
2-s2.0-84951288106,2800
2-s2.0-84951288106,2916
2-s2.0-84951280530,2922
2-s2.0-84951280530,2900
2-s2.0-84951280530,2908
2-s2.0-84949727694,2733
2-s2.0-84949727694,3616
2-s2.0-84949727694,2912
2-s2.0-84949724919,2733
2-s2.0-84949724919,3616
2-s2.0-84949724919,2912
2-s2.0-84949724915,2733
2-s2.0-84949724915,2912
2-s2.0-84949724915,3616
2-s2.0-84949293681,2900
2-s2.0-84949232375,2900
2-s2.0-84949230421,2900
2-s2.0-84949225327,2900
2-s2.0-84949224995,2900
2-s2.0-84949224941,2900
2-s2.0-84949221558,2900
2-s2.0-84949220359,2900
2-s2.0-84949213424,2900
2-s2.0-84949207260,2900
2-s2.0-84949204943,2900
2-s2.0-84949201966,2900
2-s2.0-84949199410,2900
2-s2.0-84949197235,2900
2-s2.0-84949195726,2900
2-s2.0-84949194287,2900
2-s2.0-84949189726,2900
2-s2.0-84949188921,2900
2-s2.0-84949188563,2900
2-s2.0-84949188511,2900
2-s2.0-84949188359,2900
2-s2.0-84949187750,2900
2-s2.0-84949184884,2900
2-s2.0-84948391795,2900
2-s2.0-84948391795,2603
2-s2.0-84948391795,3602
2-s2.0-84948391795,2707
2-s2.0-84948123164,2701
2-s2.0-84948123164,2916
2-s2.0-84947026385,2701
2-s2.0-84947026385,2916
2-s2.0-84947026287,2701
2-s2.0-84947026287,2916
2-s2.0-84947026287,2717
2-s2.0-84946922925,1106
2-s2.0-84946922925,2916
2-s2.0-84946498172,2701
2-s2.0-84946498172,2712
2-s2.0-84946498172,1310
2-s2.0-84946498172,2916
2-s2.0-84946491415,2701
2-s2.0-84946491415,2712
2-s2.0-84946491415,1310
2-s2.0-84946491415,2916
2-s2.0-84946474469,2712
2-s2.0-84946474469,1303
2-s2.0-84946474469,1312
2-s2.0-84946474469,2916
2-s2.0-84946474469,1308
2-s2.0-84946474230,2712
2-s2.0-84946474230,1303
2-s2.0-84946474230,1312
2-s2.0-84946474230,2916
2-s2.0-84946474230,1308
2-s2.0-84946073038,2910
2-s2.0-84945898587,2728
2-s2.0-84945898587,2705
2-s2.0-84945898587,2902
2-s2.0-84945496416,3306
2-s2.0-84945496416,2909
2-s2.0-84945496416,2717
2-s2.0-84945478716,2701
2-s2.0-84945478716,2916
2-s2.0-84945478716,2727
2-s2.0-84944884651,2711
2-s2.0-84944884651,2907
2-s2.0-84944884651,2705
2-s2.0-84944725543,2701
2-s2.0-84944725543,2916
2-s2.0-84943663829,2900
2-s2.0-84943361204,2746
2-s2.0-84943361204,2712
2-s2.0-84943361204,2916
2-s2.0-84943359587,2746
2-s2.0-84943359587,2712
2-s2.0-84943359587,2916
2-s2.0-84943359582,2746
2-s2.0-84943359582,2712
2-s2.0-84943359582,2916
2-s2.0-84942990870,1305
2-s2.0-84942990870,1106
2-s2.0-84942990870,1102
2-s2.0-84942990870,2916
2-s2.0-84942328169,2712
2-s2.0-84942328169,2916
2-s2.0-84942317434,2712
2-s2.0-84942317434,2916
2-s2.0-84942316034,2712
2-s2.0-84942316034,2916
2-s2.0-84942313158,2712
2-s2.0-84942313158,2916
2-s2.0-84940598183,1302
2-s2.0-84940598183,2909
2-s2.0-84940598183,2717
2-s2.0-85042891760,2900
2-s2.0-85036636229,1106
2-s2.0-85036636229,2712
2-s2.0-85036636229,2916
2-s2.0-84946045162,1106
2-s2.0-84946045162,2916
2-s2.0-84946045162,2739
2-s2.0-84945275798,2701
2-s2.0-84945275798,3612
2-s2.0-84945275798,2916
2-s2.0-84941936499,2910
2-s2.0-84941936499,3306
2-s2.0-84941936499,2719
2-s2.0-84941936499,1405
2-s2.0-84941934838,2910
2-s2.0-84941934838,3306
2-s2.0-84941934838,2719
2-s2.0-84941934838,1405
2-s2.0-84944754886,1106
2-s2.0-84944754886,2916
2-s2.0-84944754886,2739
2-s2.0-84944449117,2910
2-s2.0-84944449117,3306
2-s2.0-84944449117,2719
2-s2.0-84940102878,3207
2-s2.0-84940102878,3306
2-s2.0-84940102878,3203
2-s2.0-84940102878,2909
2-s2.0-84940102878,2717
2-s2.0-84959547022,2711
2-s2.0-84959547022,2907
2-s2.0-84959483903,2711
2-s2.0-84959483903,2907
2-s2.0-84929133441,2701
2-s2.0-84929133441,2916
2-s2.0-84929133441,2739
2-s2.0-84949566556,2701
2-s2.0-84949566556,2916
2-s2.0-84944276786,2701
2-s2.0-84944276786,2916
2-s2.0-84941180722,2701
2-s2.0-84941180722,2916
2-s2.0-84941180722,2739
2-s2.0-84944058358,2701
2-s2.0-84944058358,2916
2-s2.0-84944048337,2701
2-s2.0-84944048337,2916
2-s2.0-84941759040,2701
2-s2.0-84941759040,2916
2-s2.0-84953391126,2712
2-s2.0-84953391126,1314
2-s2.0-84953391126,2916
2-s2.0-84953391126,2737
2-s2.0-84953385939,2712
2-s2.0-84953385939,1314
2-s2.0-84953385939,2916
2-s2.0-84953385939,2737
2-s2.0-84953385915,2712
2-s2.0-84953385915,1314
2-s2.0-84953385915,2916
2-s2.0-84953385915,2737
2-s2.0-84940962945,2746
2-s2.0-84940962945,2712
2-s2.0-84940962945,2916
2-s2.0-84940957662,2746
2-s2.0-84940957662,2712
2-s2.0-84940957662,2916
2-s2.0-84945940008,2921
2-s2.0-84938420534,2733
2-s2.0-84938420534,1203
2-s2.0-84938420534,3204
2-s2.0-84938420534,3310
2-s2.0-84938420534,2808
2-s2.0-84938420534,2728
2-s2.0-84938420534,2912
2-s2.0-84937024419,2921
2-s2.0-84937024419,2909
2-s2.0-84937024419,2717
2-s2.0-84937024419,2738
2-s2.0-84923850399,2701
2-s2.0-84923850399,2916
2-s2.0-84923849048,2701
2-s2.0-84923849048,2916
2-s2.0-84923848508,2701
2-s2.0-84923848508,2916
2-s2.0-84923846635,2701
2-s2.0-84923846635,2916
2-s2.0-84923846470,2701
2-s2.0-84923846470,2916
2-s2.0-84923846006,2701
2-s2.0-84923846006,2916
2-s2.0-84923844600,2701
2-s2.0-84923844600,2916
2-s2.0-84923844372,2701
2-s2.0-84923844372,2916
2-s2.0-84923834799,2701
2-s2.0-84923834799,2916
2-s2.0-84923834758,2701
2-s2.0-84923834758,2916
2-s2.0-84923834646,2701
2-s2.0-84923834646,2916
2-s2.0-85042572693,2900
2-s2.0-84956960020,2900
2-s2.0-84956960020,2902
2-s2.0-84956957368,2900
2-s2.0-84956957368,2902
2-s2.0-84956955552,2900
2-s2.0-84956955552,2902
2-s2.0-84956946352,2900
2-s2.0-84956946352,2902
2-s2.0-84956939888,2900
2-s2.0-84956939888,2902
2-s2.0-84956936187,2900
2-s2.0-84956936187,2902
2-s2.0-84956933165,2900
2-s2.0-84956933165,2902
2-s2.0-84956930217,2900
2-s2.0-84956930217,2902
2-s2.0-84956928832,2900
2-s2.0-84956928832,2902
2-s2.0-84956928178,2900
2-s2.0-84956928178,2902
2-s2.0-84956924793,2900
2-s2.0-84956924793,2902
2-s2.0-84956923738,2900
2-s2.0-84956923738,2902
2-s2.0-84956917214,2900
2-s2.0-84956917214,2902
2-s2.0-84956916273,2900
2-s2.0-84956916273,2902
2-s2.0-84956910039,2900
2-s2.0-84956910039,2902
2-s2.0-84956909780,2900
2-s2.0-84956909780,2902
2-s2.0-84956903720,2900
2-s2.0-84956903720,2902
2-s2.0-84956901862,2900
2-s2.0-84956901862,2902
2-s2.0-84956901691,2900
2-s2.0-84956901691,2902
2-s2.0-84956900678,2900
2-s2.0-84956900678,2902
2-s2.0-84956898467,2900
2-s2.0-84956898467,2902
2-s2.0-84956898159,2900
2-s2.0-84956898159,2902
2-s2.0-84956896756,2900
2-s2.0-84956896756,2902
2-s2.0-84956894587,2900
2-s2.0-84956894587,2902
2-s2.0-84956894453,2900
2-s2.0-84956894453,2902
2-s2.0-84956891448,2900
2-s2.0-84956891448,2902
2-s2.0-84956890249,2900
2-s2.0-84956890249,2902
2-s2.0-84956884122,2900
2-s2.0-84956884122,2902
2-s2.0-84956882458,2900
2-s2.0-84956882458,2902
2-s2.0-84956874661,2900
2-s2.0-84956874661,2902
2-s2.0-84956871005,2900
2-s2.0-84956871005,2902
2-s2.0-84951568424,2701
2-s2.0-84951568424,2916
2-s2.0-84951568424,2717
2-s2.0-84949319240,2701
2-s2.0-84949319240,2916
2-s2.0-84949316520,2701
2-s2.0-84949316520,2916
2-s2.0-84949313802,2701
2-s2.0-84949313802,2916
2-s2.0-84948577044,3203
2-s2.0-84948577044,2909
2-s2.0-84948577044,2717
2-s2.0-84948577044,2738
2-s2.0-84948398202,3203
2-s2.0-84948398202,2909
2-s2.0-84948398202,2717
2-s2.0-84948398202,2738
2-s2.0-84946488343,1106
2-s2.0-84946488343,2701
2-s2.0-84946488343,2916
2-s2.0-84946083423,3612
2-s2.0-84946083423,2742
2-s2.0-84946083423,2909
2-s2.0-84946083423,2717
2-s2.0-84946054370,3612
2-s2.0-84946054370,2742
2-s2.0-84946054370,2909
2-s2.0-84946054370,2717
2-s2.0-84946048140,3612
2-s2.0-84946048140,2742
2-s2.0-84946048140,2909
2-s2.0-84946048140,2717
2-s2.0-84945436933,2900
2-s2.0-84944062433,2900
2-s2.0-84944062433,3203
2-s2.0-84944062433,2738
2-s2.0-84943660415,2701
2-s2.0-84943660415,2916
2-s2.0-84943587785,2922
2-s2.0-84943587785,2908
2-s2.0-84943521048,2922
2-s2.0-84943521048,2908
2-s2.0-84943457654,2701
2-s2.0-84943457654,2712
2-s2.0-84943457654,2916
2-s2.0-84943449320,2701
2-s2.0-84943449320,2712
2-s2.0-84943449320,2916
2-s2.0-84943199954,2917
2-s2.0-84943183376,2701
2-s2.0-84943183376,2732
2-s2.0-84943183376,2916
2-s2.0-84942981531,2900
2-s2.0-84942981531,2728
2-s2.0-84942981531,2703
2-s2.0-84942911444,2701
2-s2.0-84942911444,2916
2-s2.0-84942898764,2701
2-s2.0-84942898764,2916
2-s2.0-84942816749,2909
2-s2.0-84942816749,2717
2-s2.0-84942755586,2911
