eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85008516928,10.15560/12.6.2026,,,"Insect galls on Mikania glomerata (asteraceae) in an area of atlantic forest in viçosa (Minas Gerais, Brazil)",ar,Article,Maia V.C.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2016-12-31,31 December 2016,Check List,,19700188151,1809127X,Journal,12,6,2026,,,,3,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-84988625319,10.1016/j.landusepol.2016.09.017,S0264837716300941,,"Mapping alternatives for public policy decision making related to human exposures from air pollution sources in the Federal District, Brazil",ar,Article,Requia W.J.,,McMaster University,Hamilton,Canada,,,,,2016-12-31,31 December 2016,Land Use Policy,02648377,14500,,Journal,59,,,375-385,,,21,0,,,,,
2-s2.0-84986882872,10.1016/j.landusepol.2016.09.002,S0264837716304033,,"Network analysis to support environmental resources management. A case study in the Cerrado, Brazil",ar,Article,Santopuoli G.,,Università degli Studi del Molise,Campobasso,Italy,,,,,2016-12-31,31 December 2016,Land Use Policy,02648377,14500,,Journal,59,,,217-226,,,3,0,,,,,
2-s2.0-85047289961,10.14237/ebl.7.1.2016.861,,,Plurality in ethnobiology: A look towards 2017,ed,Editorial,Welch J.R.,,Fundacao Oswaldo Cruz,Rio de Janeiro,Brazil,,,,,2016-12-30,30 December 2016,Ethnobiology Letters,,21100232418,21598126,Journal,7,1,,106,,,0,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85011086332,10.1109/ICCABS.2016.7802767,,,HRVCam: A software for real-time feedback of heart rate and HRV,cp,Conference Paper,Souza P.H.,,Universidade Catolica de Goias,Goiania,Brazil,,,,,2016-12-30,30 December 2016,2016 IEEE 6th International Conference on Computational Advances in Bio and Medical Sciences Iccabs 2016,,21100793736,,Conference Proceeding,,,7802767,,,,5,0,,,,,
2-s2.0-85008499986,10.15560/12.6.2024,,,"First record of Parvodinium umbonatum (stein) carty (peridiniaceae, dinophyta) for Northeast Brazil",ar,Article,Ramos G.J.P.,,Universidade Estadual de Feira de Santana,Feira de Santana,Brazil,,,,,2016-12-30,30 December 2016,Check List,,19700188151,1809127X,Journal,12,6,2024,,,,10,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85008419334,,,,Structure of the community of frugivorous butterflies in the Atlantic forest on the South Coast of Bahia (Brazil) (Lepidoptera: Nymphalidae),ar,Article,Neves D.A.,,Laboratório de Sistemática e Conservação de Insetos,Salvador,Brazil,,,,,2016-12-30,30 December 2016,Shilap Revista De Lepidopterologia,03005267,19400157212,,Journal,44,176,,593-606,,,0,0,,,,,
2-s2.0-85008395399,,,,"New species of Iliana bell, 1937, including new synonyms and taxonomic notes, with the description of two new genera of Pyrgini (Lepidoptera: Hesperiidae)",ar,Article,Mielke O.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2016-12-30,30 December 2016,Shilap Revista De Lepidopterologia,03005267,19400157212,,Journal,44,176,,557-581,,,1,0,,,,,
2-s2.0-85008350964,,,,"External morphology of the adult of Stalachtis phlegia susanna (Fabricius, 1787) (Lepidoptera: Riodinidae)",ar,Article,Santos W.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2016-12-30,30 December 2016,Shilap Revista De Lepidopterologia,03005267,19400157212,,Journal,44,176,,653-674,,,0,0,,,,,
2-s2.0-85007048864,10.1080/00103624.2016.1232099,,,Spatial Variability of Soil Organic Matter and Cation Exchange Capacity in an Oxisol under Different Land Uses,ar,Article,Paz Ferreiro J.,,RMIT University;Universidade da Coruña,Melbourne;A Coruna,Australia;Spain,,,,,2016-12-30,30 December 2016,Communications in Soil Science and Plant Analysis,00103624,31671,15322416,Journal,47,,,75-89,,,22,0,,,,,
