eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85016010014,,,,"Thrombolytic activity evaluation of extracts from fabaceae species Bauhinia variegata, B. Rufa, and Stryphnodendron adstringens",ar,Article,Silveira D.,,Universidade de Brasília,Brasília,Brazil,,,,,2016-12-30,30 December 2016,Pharmacologyonline,,5800179590,18278620,Journal,3,,,56-60,,,1,0,,,,,
2-s2.0-84997079732,10.1016/j.cbi.2016.11.005,S0009279716305270,27818124,Chrysin promotes attenuation of depressive-like behavior and hippocampal dysfunction resulting from olfactory bulbectomy in mice,ar,Article,Filho C.B.,,Universidade Federal do Pampa,Bage,Brazil,,,,,2016-12-25,25 December 2016,Chemico Biological Interactions,00092797,24652,18727786,Journal,260,,,154-162,,,62,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-84994890251,10.1016/j.cbi.2016.11.009,S0009279716305555,27838229,Carvacrol reduces irinotecan-induced intestinal mucositis through inhibition of inflammation and oxidative damage via TRPA1 receptor activation,ar,Article,Alvarenga E.M.,,Universidade Federal do Piauí,Teresina,Brazil,,,,,2016-12-25,25 December 2016,Chemico Biological Interactions,00092797,24652,18727786,Journal,260,,,129-140,,,45,0,,,,,
2-s2.0-84994056979,10.1016/j.cbi.2016.10.003,S0009279716304252,27756550,Hydroethanolic extract of Baccharis trimera ameliorates alcoholic fatty liver disease in mice,ar,Article,Lívero F.A.d.R.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2016-12-25,25 December 2016,Chemico Biological Interactions,00092797,24652,18727786,Journal,260,,,22-32,,,33,0,,,,,
2-s2.0-84994017935,10.1016/j.cbi.2016.10.017,S0009279716304859,27789199,"Quinoline derivatives: Synthesis, leishmanicidal activity and involvement of mitochondrial oxidative stress as mechanism of action",ar,Article,Coimbra E.S.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2016-12-25,25 December 2016,Chemico Biological Interactions,00092797,24652,18727786,Journal,260,,,50-57,,,65,0,,,,,
2-s2.0-84992579479,10.1016/j.cbi.2016.10.016,S0009279716304847,27780710,The effects of baicalein on gastric mucosal ulcerations in mice: Protective pathways and anti-secretory mechanisms,ar,Article,Ribeiro A.R.S.,,Université Fédérale de Sergipe,Sao Cristovao,Brazil,,,,,2016-12-25,25 December 2016,Chemico Biological Interactions,00092797,24652,18727786,Journal,260,,,33-41,,,45,0,,,,,
2-s2.0-85004190325,10.1016/j.jep.2016.11.003,S0378874116316907,27829168,Acute and subacute toxicity of the aqueous extract of Alibertia edulis (Rich.) A. Rich. ex DC. in rats,ar,Article,Menegati S.E.L.T.,,Universidade Federal da Grande Dourados,Dourados,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,1096-1102,,,23,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-85004073494,10.1016/j.jep.2016.11.017,S0378874116318141,27845266,"Psidium guajava L., from ethnobiology to scientific evaluation: Elucidating bioactivity against pathogenic microorganisms",re,Review,Morais-Braga M.F.B.,,Universidade Regional do Cariri,Crato,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,1140-1152,,,69,0,,,,,
2-s2.0-85001104745,10.1016/j.jep.2016.10.056,S0378874116314374,27794509,Effects of crude hydroalcoholic extract of Syzygium cumini (L.) Skeels leaves and continuous aerobic training in rats with diabetes induced by a high-fat diet and low doses of streptozotocin,ar,Article,Baldissera G.,,Universidade Federal de Ciencias da Saúde de Porto Alegre,Porto Alegre,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,1012-1021,,,31,0,,,,,
2-s2.0-84988310748,10.1016/j.jep.2016.09.025,S0378874116307838,27633406,Antinociceptive and anti-inflammatory activities of standardized extract of polymethoxyflavones from Ageratum conyzoides,ar,Article,Faqueti L.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,369-377,,,35,0,,,,,
2-s2.0-84988026354,10.1016/j.jep.2016.08.017,S0378874116305426,27538794,Functional aspects of the use of plants and animals in local medical systems and their implications for resilience,ar,Article,Nascimento A.L.B.,,Universidade Federal Rural de Pernambuco,Recife,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,348-357,,,38,0,,,,,
2-s2.0-84987985157,10.1016/j.jep.2016.09.003,S0378874116306535,27596330,Beneficial effect of Ageratum conyzoides Linn (Asteraceae) upon inflammatory response induced by carrageenan into the mice pleural cavity,ar,Article,Vigil de Mello S.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,337-347,,,24,0,,,,,
2-s2.0-84987945036,10.1016/j.jep.2016.09.005,S037887411630650X,27599609,Pereskia aculeata Miller leaves accelerate excisional wound healing in mice,ar,Article,Pinto N.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,131-136,,,45,0,,,,,
2-s2.0-84987935111,10.1016/j.jep.2016.09.004,S0378874116306547,27596329,"Evaluation of acute toxicity, genotoxicity and inhibitory effect on acute inflammation of an ethanol extract of Morus alba L. (Moraceae) in mice",ar,Article,Oliveira A.M.d.,,Universidade Federal de Pernambuco,Recife,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,162-168,,,64,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-84987622033,10.1016/j.jep.2016.08.051,S0378874116306031,27590731,Uncaria tomentosa extract alters the catabolism of adenine nucleotides and expression of ecto-5′-nucleotidase/CD73 and P2X7 and A1 receptors in the MDA-MB-231 cell line,ar,Article,Santos K.,,Universidade Federal de Santa Maria;Regional Integrada University (URI),Santa Maria;,Brazil;Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,108-116,,,12,0,,,,,
2-s2.0-84984920091,10.1016/j.jep.2016.08.048,S0378874116305827,27575777,In vitro and in silico antioxidant and toxicological activities of Achyrocline satureioides,ar,Article,Salgueiro A.,,Universidade Federal do Pampa,Bage,Brazil,,,,,2016-12-24,24 December 2016,Journal of Ethnopharmacology,03788741,23015,18727573,Journal,194,,,6-14,,,44,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-85007415446,10.1021/acs.jnatprod.6b00492,,28006906,Isolation and Characterization of Cyclotides from Brazilian Psychotria: Significance in Plant Defense and Co-occurrence with Antioxidant Alkaloids,ar,Article,Matsuura H.N.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2016-12-23,23 December 2016,Journal of Natural Products,01633864,23053,15206025,Journal,79,12,,3006-3013,,,17,0,,,,,
2-s2.0-85007271075,10.1021/acs.jmedchem.6b00784,,28002965,In Vitro and in Vivo Anti-Trypanosoma cruzi Activity of New Arylamine Mannich Base-Type Derivatives,ar,Article,Moreno-Viguri E.,,Universidad de Navarra,Pamplona,Spain,,,,,2016-12-22,22 December 2016,Journal of Medicinal Chemistry,00222623,23041,15204804,Journal,59,24,,10929-10945,,,31,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85082358194,10.3390/molecules21121755,,28009846,"Polyphenol Composition, Antioxidant Activity and Cytotoxicity of Seeds from Two Underexploited Wild Licania Species: L. rigida and L. tomentosa",ar,Article,Parra Pessoa I.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2016-12-21,21 December 2016,Molecules Basel Switzerland,,26370,14203049,Journal,21,12,,,,,1,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85006829870,10.1186/s40409-016-0090-7,,,A review on the scorpaena plumieri fish venom and its bioactive compounds,re,Review,Campos F.V.,,Universidade Federal do Espírito Santo,Vitoria,Brazil,,,,,2016-12-21,21 December 2016,Journal of Venomous Animals and Toxins Including Tropical Diseases,16789180,4000152107,16789199,Journal,22,1,35,,,,23,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85006744087,10.1186/s40409-016-0091-6,,,"A spider derived peptide, pnpp-19, induces central antinociception mediated by opioid and cannabinoid systems",ar,Article,Fonseca Pacheco D.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2016-12-21,21 December 2016,Journal of Venomous Animals and Toxins Including Tropical Diseases,16789180,4000152107,16789199,Journal,22,1,34,,,,16,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
