eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85053614195,,,,"Palynology and palynofacies of the Permian strata in the Kothagudem sub basin, Andhra Pradesh, Southern India",ar,Article,Aggarwal N.,,Birbal Sahni Institute of Palaeobotany,Lucknow,India,,,,,2017-12-31,31 December 2017,Journal of the Palaeontological Society of India,05529360,21100222910,,Journal,62,2,,175-186,,,9,0,,,,,
2-s2.0-85040740210,10.1002/2017JD027354,,,Striking Distance Determined From High-Speed Videos and Measured Currents in Negative Cloud-to-Ground Lightning,ar,Article,Visacro S.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2017-12-27,27 December 2017,Journal of Geophysical Research Atmospheres,2169897X,21101038508,21698996,Journal,122,24,,13-369,,,38,0,,,,,
2-s2.0-85039150884,10.1002/2017JD026833,,,Investigating Local and Remote Terrestrial Influence on Air Masses at Contrasting Antarctic Sites Using Radon-222 and Back Trajectories,ar,Article,Chambers S.D.,,Australian Nuclear Science and Technology Organisation,Sydney,Australia,,,,,2017-12-27,27 December 2017,Journal of Geophysical Research Atmospheres,2169897X,21101038508,21698996,Journal,122,24,,13-544,,,12,1,all publisherfree2read repository repositoryam,All Open Access Bronze Green,,,
2-s2.0-85039053278,10.4267/2042/64287,,,"Mecaster texanus (Echinoidea) fromturonian-coniacian strata in the Sergipe-Alagoas basin, Brazil",ar,Article,De Castro Manso C.L.,,Université Fédérale de Sergipe,Sao Cristovao,Brazil,,,,,2017-12-24,24 December 2017,Carnets De Geologie,17652553,7000153259,16340744,Journal,17,11,,221-234,,,3,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85039037385,10.4267/2042/64291,,,"Additional contributions to the knowledge of the taquaralmember, Irati formation (Lower Permian, Paraná basin): Taphonomy and paleoenvironmental implications",ar,Article,Chahud A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2017-12-24,24 December 2017,Carnets De Geologie,17652553,7000153259,16340744,Journal,17,13,,243-250,,,4,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85039953831,10.5194/bg-14-5775-2017,,,Bryophyte-dominated biological soil crusts mitigate soil erosion in an early successional Chinese subtropical forest,ar,Article,Seitz S.,,Eberhard Karls Universität Tübingen,Tubingen,Germany,,,,,2017-12-22,22 December 2017,Biogeosciences,17264170,130037,17264189,Journal,14,24,,5775-5788,,,54,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85045868080,10.1142/9789813204027_0042,,,Headland control for shore protection and coastal management,ch,Book Chapter,Yu M.M.J.,,KU Leuven,Leuven,Belgium,,,,,2017-12-21,21 December 2017,Handbook of Coastal and Ocean Engineering Expanded Edition,,21100857957,,Book,2-2,,,1215-1242,,,5,0,,,,,
2-s2.0-85040441838,10.1093/mnras/stx2306,,,"SPIRou input catalogue: Activity, rotation and magnetic field of cool dwarfs",ar,Article,Moutou C.,,Aix Marseille Université;Télescope Canada-France-Hawaii,Marseille;Kamuela,France;United States,,,,,2017-12-21,21 December 2017,Monthly Notices of the Royal Astronomical Society,00358711,28218,13652966,Journal,472,4,,4563-4586,,,50,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85039543251,10.3389/fmars.2017.00422,,,Route fidelity during marine megafauna migration,ar,Article,Horton T.W.,,University of Canterbury,Christchurch,New Zealand,,,,,2017-12-21,21 December 2017,Frontiers in Marine Science,,21100790929,22967745,Journal,4,DEC,422,,,,53,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85042682915,10.1515/astro-2017-0433,,,Are sdAs helium core stars?,ar,Article,Pelisoli I.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2017-12-20,20 December 2017,Open Astronomy,,21100847472,25436376,Journal,26,1,,169-178,,,3,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85039740827,10.3847/1538-4357/aa9753,,,Kelvin-Helmholtz Instability at the CME-Sheath and Sheath-Solar-wind Interfaces,ar,Article,Páez A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2017-12-20,20 December 2017,Astrophysical Journal,0004637X,26765,15384357,Journal,851,2,112,,,,6,0,,,,,
2-s2.0-85039732067,10.3847/1538-4357/aa992b,,,Association of Radio Polar Cap Brightening with Bright Patches and Coronal Holes,ar,Article,Selhorst C.L.,,Universidade Cruzeiro do Sul,Sao Paulo,Brazil,,,,,2017-12-20,20 December 2017,Astrophysical Journal,0004637X,26765,15384357,Journal,851,2,146,,,,2,1,all publisherfree2read repository repositoryam,All Open Access Bronze Green,,,
2-s2.0-85039725185,10.3847/2041-8213/aa9d80,,,SDSS-IV MaNGA: Spatially Resolved Star Formation Main Sequence and LI(N)ER Sequence,ar,Article,Hsieh B.C.,,"Academia Sinica, Institute of Astronomy and Astrophysics",Taipei,Taiwan,,,,,2017-12-20,20 December 2017,Astrophysical Journal Letters,20418205,19900192103,20418213,Journal,851,2,L24,,,,92,2,all repository repositoryvor repositoryam,All Open Access Green,,,
2-s2.0-85039717118,10.3847/2041-8213/aa9f0c,,,GW170608: Observation of a 19 Solar-mass Binary Black Hole Coalescence,ar,Article,Abbott B.P.,,California Institute of Technology,Pasadena,United States,,,,,2017-12-20,20 December 2017,Astrophysical Journal Letters,20418205,19900192103,20418213,Journal,851,2,L35,,,,1014,1,all publisherhybridgold repository repositoryvor repositoryam,All Open Access Hybrid Gold Green,,,
