eid,subject area code
2-s2.0-85213701588,3306
2-s2.0-85213701588,2701
2-s2.0-85213701588,2916
2-s2.0-85214337404,2700
2-s2.0-85217813632,2700
2-s2.0-85217813632,3400
2-s2.0-85217813632,1100
2-s2.0-85217813632,2300
2-s2.0-85217813632,3300
2-s2.0-105003498646,3500
2-s2.0-85216122328,3612
2-s2.0-85211700349,1000
2-s2.0-85210103938,2701
2-s2.0-85210103938,2916
2-s2.0-85214055121,2701
2-s2.0-85214055121,2917
2-s2.0-85214055121,2914
2-s2.0-85138644930,2701
2-s2.0-85138644930,2917
2-s2.0-85138644930,2914
2-s2.0-85218782120,2900
2-s2.0-85216731238,2900
2-s2.0-85215662740,2900
2-s2.0-85213438211,2900
2-s2.0-105007357401,2900
2-s2.0-105005896480,2900
2-s2.0-105005894384,2900
2-s2.0-105005892933,2900
2-s2.0-105005891198,2900
2-s2.0-105005891173,2900
2-s2.0-105005887954,2900
2-s2.0-105005886915,2900
2-s2.0-105005886309,2900
2-s2.0-105005885566,2900
2-s2.0-105005884627,2900
2-s2.0-105005883822,2900
2-s2.0-105005883376,2900
2-s2.0-105005881988,2900
2-s2.0-105005880555,2900
2-s2.0-105005879923,2900
2-s2.0-105005878986,2900
2-s2.0-105005877132,2900
2-s2.0-105005876505,2900
2-s2.0-105005876061,2900
2-s2.0-105005838501,2900
2-s2.0-105005803361,2900
2-s2.0-105005802068,2900
2-s2.0-105005801657,2900
2-s2.0-105005800246,2900
2-s2.0-105005798785,2900
2-s2.0-105005793103,2900
2-s2.0-105005790555,2900
2-s2.0-105005788458,2900
2-s2.0-105005787314,2900
2-s2.0-105005772301,2900
2-s2.0-105005771406,2900
2-s2.0-105005770661,2900
2-s2.0-105005770418,2900
2-s2.0-105005769890,2900
2-s2.0-105005769505,2900
2-s2.0-105005768681,2900
2-s2.0-105005768338,2900
2-s2.0-105005768298,2900
2-s2.0-105005765903,2900
2-s2.0-105005765880,2900
2-s2.0-105005764296,2900
2-s2.0-105005764204,2900
2-s2.0-105005763936,2900
2-s2.0-105005762870,2900
2-s2.0-105005761937,2900
2-s2.0-105005759599,2900
2-s2.0-105005758587,2900
2-s2.0-105005758329,2900
2-s2.0-105005758171,2900
2-s2.0-105005757321,2900
2-s2.0-105005756401,2900
2-s2.0-105005754963,2900
2-s2.0-105005752393,2900
2-s2.0-105005751596,2900
2-s2.0-105005750791,2900
2-s2.0-105005750627,2900
2-s2.0-105005748471,2900
2-s2.0-105005748317,2900
2-s2.0-105005748030,2900
2-s2.0-105005747651,2900
2-s2.0-105005743593,2900
2-s2.0-105005742167,2900
2-s2.0-105005741749,2900
2-s2.0-105005741443,2900
2-s2.0-105005740736,2900
2-s2.0-105005740027,2900
2-s2.0-105005739282,2900
2-s2.0-105005737501,2900
2-s2.0-105005736671,2900
2-s2.0-105005735998,2900
2-s2.0-105005735587,2900
2-s2.0-105005735442,2900
2-s2.0-105005734987,2900
2-s2.0-105005733553,2900
2-s2.0-105005733109,2900
2-s2.0-105005732938,2900
2-s2.0-105005730943,2900
2-s2.0-105005729799,2900
2-s2.0-105005725477,2900
2-s2.0-105005717268,2900
2-s2.0-85214294178,2701
2-s2.0-85214294178,2917
2-s2.0-85214294178,2914
2-s2.0-85178622448,2701
2-s2.0-85178622448,2917
2-s2.0-85178622448,2914
2-s2.0-85178201349,2701
2-s2.0-85178201349,2917
2-s2.0-85178201349,2914
2-s2.0-85211472730,2900
2-s2.0-85211222557,2900
2-s2.0-85211205490,2900
2-s2.0-85210873926,2900
2-s2.0-85210584264,2900
2-s2.0-85210572224,2900
2-s2.0-85210559802,2900
2-s2.0-85210519294,2900
2-s2.0-85210491393,2900
2-s2.0-85210241123,2900
2-s2.0-85207817183,2900
2-s2.0-85179785746,2701
2-s2.0-85179785746,2916
2-s2.0-85179785746,2739
2-s2.0-85211485993,2908
2-s2.0-85211485993,2901
2-s2.0-85219517636,2905
