eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85216122328,10.26582/k.56.2.15,,,THE EFFECTS OF THE OPPOSITION ON COLLECTIVE AND INDIVIDUAL BEHAVIOURS IN SOCCER: A SYSTEMATIC REVIEW,re,Review,Machado V.R.,,Universidade Federal de Vicosa,Vicosa,Brazil,,,,,2024-12-31,31 December 2024,Kinesiology,,19400158604,1848638X,Journal,56,2,,325-337,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85216103909,10.26582/k.56.2.9,,,VARIABLES USED FOR TALENT IDENTIFICATION AND DEVELOPMENT IN SOCCER: A SCOPING REVIEW,re,Review,Silvino V.O.,,Universidade Federal do Piauí,Teresina,Brazil,,,,,2024-12-31,31 December 2024,Kinesiology,,19400158604,1848638X,Journal,56,2,,268-280,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85215937503,10.26582/k.56.2.13,,,COMPETITIVE ANXIETY AND SELF-EFFICACY IN YOUNG VOLLEYBALL PLAYERS: A SEASON TREND STUDY OF THEIR RECIPROCAL EFFECT ON MATCH OUTCOMES,ar,Article,de Andrade Nogueira F.C.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2024-12-31,31 December 2024,Kinesiology,,19400158604,1848638X,Journal,56,2,,338-348,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85214441318,10.1136/bmjsem-2024-002362,,,Comparing and assessing physical activity and sedentary behaviour guidelines for different populations with and without chronic conditions and/or disabilities: a systematic review protocol,ar,Article,Arumugam A.,,University of Sharjah;Manipal College of Health professions,Sharjah;Manipal,United Arab Emirates;India,,,,,2024-12-22,22 December 2024,BMJ Open Sport and Exercise Medicine,20557647,21100869188,,Journal,10,4,e002362,,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-105008584697,10.1590/rbce.46.20240025,,,Change of direction in soccer: the relationship with different physical abilities,ar,Article,da Veiga R.S.,,Universidade Federal de Pelotas;Escola Superior de Educação Física e Fisioterapia,Pelotas;Pelotas,Brazil;Brazil,,,,,2024-12-20,20 December 2024,Revista Brasileira De Ciencias do Esporte,01013289,21100264366,21793255,Journal,46,,e20240025,,,,0,0,,,,,
2-s2.0-105008580577,10.1590/rbce.46.20240027,,,Effects of concurrent training order on body composition and cardiovascular variables in the elderly,ar,Article,Silva J.C.,,"Universidade Federal de Uberlandia, Faculdade de Medicina",Uberlandia,Brazil,,,,,2024-12-20,20 December 2024,Revista Brasileira De Ciencias do Esporte,01013289,21100264366,21793255,Journal,46,,e20240027,,,,0,0,,,,,
2-s2.0-85216375187,10.12800/ccd.v19i62.2156,,,Effects of Beet Juice on Performance in Competitive Swimmers,ar,Article,Leitão L.,,Instituto Politécnico de Setúbal;Life Quality Research Centre,Setubal;Rio Maior,Portugal;Portugal,,,,,2024-12-15,15 December 2024,Cultura Ciencia Y Deporte,16965043,19600162207,,Journal,19,62,2156,,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85216949302,10.1016/j.ajoint.2024.100086,S2950253524000868,,Clinical profile of newly diagnosed glaucoma patients in Brazil,ar,Article,Lima R.C.d.A.,,Hospital Oftalmológico de Brasília,Brasilia,Brazil,,,,,2024-12-11,11 December 2024,Ajo International,,21101272841,29502535,Journal,1,4,100086,,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85212467448,10.25796/bdd.v7i4.84903,,,Barriers in adequacy goals in peritoneal dialysis: evaluation of a cohort with negative selection bias,ar,Article,Marassi A.L.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2024-12-10,10 December 2024,Bulletin De La Dialyse A Domicile,,21101114181,26079917,Journal,7,4,,149-165,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85214355643,10.12968/ijtr.2024.0043,,,Perceptions of physiotherapists about virtual reality using exergames in cardiovascular rehabilitation: a qualitative study,ar,Article,da Cruz M.M.A.,,Centro Universitário de Adamantina,Adamantina,Brazil,,,,,2024-12-02,2 December 2024,International Journal of Therapy and Rehabilitation,17411645,21100219304,1759779X,Journal,31,12,,,,,0,0,,,,,
2-s2.0-85211409314,10.1055/a-2434-9828,,39622249,Response to the Comments on: Nutritional status should be considered a crucial issue regarding the effects of exercise,le,Letter,Neves R.V.P.,,Universidade Católica de Brasília,Brasilia,Brazil,,,,,2024-12-02,2 December 2024,International Journal of Sports Medicine,01724622,19864,14393964,Journal,45,13,,1025,,,0,0,,,,,
2-s2.0-85215996391,10.56012/wagk7798,,,An interview with Julia Cooper: Insights and experiences from leading a global medical writing team,ar,Article,Csik Z.,,,,,,,,,2024-12-01,December 2024,Medical Writing,20474806,21100858125,20474814,Journal,33,4,,26-28,,,0,0,,,,,
