eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85119571118,,,,DOMUS: Cyber-archaeology and education,ch,Book Chapter,da Silva Martire A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2018-12-31,31 December 2018,Caa2016 Oceans of Data Proceedings of the 44th Conference on Computer Applications and Quantitative Methods in Archaeology,,21101066252,,Book,,,,541-545,,,0,0,,,,,
2-s2.0-85060764642,10.1007/s41649-018-0068-6,,,The Problems of Under-Inclusion in Marine Biodiversity Conservation: the Case of Brazilian Traditional Fishing Communities,ar,Article,Castelo Branco Araujo F.,,Aix Marseille Université;Universidade de Brasília,Marseille;Brasília,France;Brazil,,,,,2018-12-28,28 December 2018,Asian Bioethics Review,17938759,21100464933,17939453,Journal,10,4,,261-278,,,4,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85061489174,10.1109/SHIRCON.2018.8593019,,,Experimental Test of Harmony Search Algorithm with Thousands of Dimensions,cp,Conference Paper,Vilca Apaza F.,,Universidad Católica San Pablo,Arequipa,Peru,,,,,2018-12-27,27 December 2018,Proceedings of the 2018 IEEE Sciences and Humanities International Research Conference Shircon 2018,,21100898303,,Conference Proceeding,,,8593019,,,,2,0,,,,,
2-s2.0-85062475309,10.20911/21768757v50n3p431/2018,,,Transhumanism and posthumanism: An ethical and theological approach,ar,Article,Hammes E.,,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,431-452,,,3,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85062473983,10.20911/21768757v50n3p541/2018,,,The laity in the document of aparecida,ar,Article,Passos J.,,Pontifícia Universidade Católica de São Paulo,Sao Paulo,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,541-557,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85062472851,10.20911/21768757v50n3p453/2018,,,Post-humanistic provocations to Christian theology,ar,Article,Rocha A.S.,,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,453-472,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85062470356,10.20911/21768757v50n3p491/2018,,,"Infinite compassion and potentiality: Resignijying the concept of divine ""omnipotence""",ar,Article,Tavares S.S.,,Faculdade Jesuíta de Filosofia e Teologia,Belo Horizonte,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,491-508,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85062462338,10.20911/21768757v50n3p407/2018,,,Toward the posthuman?,ed,Editorial,Konings J.,,Faculdade Jesuíta de Filosofia e Teologia,Belo Horizonte,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,407-411,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85062454241,10.20911/21768757v50n3p509/2018,,,Farewell to reformism - Pope Francis and the social doctrine of the Church,ar,Article,Bento F.,,Universidade Federal do Pampa,Bage,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,509-523,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85062443729,10.20911/21768757v50n3p559/2018,,,"Power in weakness: the paradox of the word of the cross, a study on ICor 1:18-25",ar,Article,Filho J.,,Faculdade Unida de Vitória,Vitoria-Gasteiz,Brazil,,,,,2018-12-26,26 December 2018,Perspectiva Teologica,01024469,21100900136,21768757,Journal,50,3,,559-576,,,0,1,all publisherfullgold,All Open Access Gold,,,
