eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85044830674,10.1080/23311975.2015.1023015,,,CEM: Increasing productivity through the management and monitoring of experiences provided to customers,ar,Article,Arineli A.,,Universidade Federal Fluminense,Niteroi,Brazil,,,,,2015-12-31,31 December 2015,Cogent Business and Management,,21100855822,23311975,Journal,2,1,1023015,,,,3,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-84929835904,10.1007/s10732-014-9273-y,,,Time-window relaxations in vehicle routing heuristics,ar,Article,Vidal T.,,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2015-12-30,30 December 2015,Journal of Heuristics,13811231,24358,15729397,Journal,21,3,,329-358,,,44,0,,,,,
2-s2.0-84941578645,10.1016/j.ins.2015.07.001,S0020025515004843,,Predicting the popularity of micro-reviews: A Foursquare case study,ar,Article,Vasconcelos M.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2015-12-20,20 December 2015,Information Sciences,00200255,15134,,Journal,325,,,355-374,,,30,0,,,,,
2-s2.0-84940593508,10.1016/j.ejor.2015.06.001,S0377221715004968,,Scheduling pumpoff operations in onshore oilfields under electric-power constraints,ar,Article,Camponogara E.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2015-12-16,16 December 2015,European Journal of Operational Research,03772217,22489,,Journal,247,3,13008,945-956,,,3,0,,,,,
2-s2.0-84940583434,10.1016/j.ejor.2015.06.037,S0377221715005512,,A speed and departure time optimization algorithm for the pollution-routing problem,ar,Article,Kramer R.,,Università degli Studi di Modena e Reggio Emilia,Modena,Italy,,,,,2015-12-16,16 December 2015,European Journal of Operational Research,03772217,22489,,Journal,247,3,13044,782-787,,,75,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-84950998232,10.1088/1742-5468/2015/12/P12003,,,Bound states of Majorana fermions in semi-classical approximation,ar,Article,Mussardo G.,,"Abdus Salam International Centre for Theoretical Physics;Istituto Nazionale di Fisica Nucleare, Sezione di Trieste;International Institute of Physics",Trieste;Trieste;Natal,Italy;Italy;Brazil,,,,,2015-12-10,10 December 2015,Journal of Statistical Mechanics Theory and Experiment,,145274,17425468,Journal,2015,12,P12003,,,,4,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-84950336337,10.1088/1742-5468/2015/12/P12004,,,Entropy production for asymmetric diffusion of particles,ar,Article,Hase M.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2015-12-10,10 December 2015,Journal of Statistical Mechanics Theory and Experiment,,145274,17425468,Journal,2015,12,P12004,,,,1,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-84945486430,10.1080/09537287.2015.1033497,,,A demand classification scheme for spare part inventory model subject to stochastic demand and lead time,ar,Article,Conceicąo S.V.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2015-12-10,10 December 2015,Production Planning and Control,09537287,18658,13665871,Journal,26,16,,1318-1331,,,18,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-84945462770,10.1080/09537287.2015.1049239,,,Reverse logistics drivers: Empirical evidence from a case study in an emerging economy,ar,Article,Bouzon M.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2015-12-10,10 December 2015,Production Planning and Control,09537287,18658,13665871,Journal,26,16,,1368-1385,,,41,0,,,,,
2-s2.0-84940703285,10.1016/j.ins.2015.06.020,S0020025515004521,,Improving land cover classification through contextual-based optimum-path forest,ar,Article,Osaku D.,,Universidade Federal de São Carlos,Sao Carlos,Brazil,,,,,2015-12-10,10 December 2015,Information Sciences,00200255,15134,,Journal,324,,,60-87,,,20,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-84940644571,10.1016/j.ins.2015.06.013,S0020025515004454,,On multicriteria decision making under conditions of uncertainty,ar,Article,Pereira J.G.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2015-12-10,10 December 2015,Information Sciences,00200255,15134,,Journal,324,,,44-59,,,24,0,,,,,
2-s2.0-84947267808,10.1108/IJOPM-11-2013-0479,,,Decision-making towards achieving world-class total productive maintenance,ar,Article,Piechnicki A.S.,,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná – IFPR",Curitiba,Brazil,,,,,2015-12-07,7 December 2015,International Journal of Operations and Production Management,01443577,20039,17586593,Journal,35,12,,1594-1621,,,22,0,,,,,
