eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85122475728,10.3389/fneur.2021.801195,,,Histopathological Correlations of Qualitative and Quantitative Temporopolar MRI Analyses in Patients With Hippocampal Sclerosis,ar,Article,Zaidan B.C.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2021-12-24,24 December 2021,Frontiers in Neurology,,21100212316,16642295,Journal,12,,801195,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85122440840,10.3389/fncel.2021.811376,,,TOM70 in Glial Cells as a Potential Target for Treatment of COVID-19,ar,Article,Montenegro Y.H.A.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2021-12-24,24 December 2021,Frontiers in Cellular Neuroscience,16625102,19700175163,,Journal,15,,811376,,,,0,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85121858819,10.7717/peerj.12645,,,Three new species of Byrsopteryx Flint microcaddisflies from Peru (Insecta: Trichoptera) including DNA-based larval associations,ar,Article,Santos A.P.M.,,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2021-12-24,December 2021,Peerj,,21100239256,21678359,Journal,9,,e12645,,,,1,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85121877755,10.7717/peerj.12456,,,A journey through the Corynebacterium pseudotuberculosis proteome promotes insights into its functional genome,ar,Article,Da Silva W.M.,,Instituto Nacional de Tecnología Agropecuaria Buenos Aires,Buenos Aires,Argentina,,,,,2021-12-23,December 2021,Peerj,,21100239256,21678359,Journal,9,,e12456,,,,3,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85121853990,10.7717/peerj.12687,,,"An estimate of the area of occupancy and population size of Brachycephalus tridactylus (Anura: Brachycephalidae) to reassess its conservation status, with a proposal for conservation measures",ar,Article,Bornschein M.R.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"";Mater Natura-Instituto de Estudos Ambientais",Sao Paulo;Curitiba,Brazil;Brazil,,,,,2021-12-22,December 2021,Peerj,,21100239256,21678359,Journal,9,,e12687,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85145707556,10.1177/11795735211057315,,,Visual Evoked Potentials in Neuromyelitis Optica Spectrum Disorders,ar,Article,Hernandez Fustes O.J.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2021-12-20,20 December 2021,Journal of Central Nervous System Disease,,21101150081,11795735,Journal,13,,,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85122193826,10.3389/fnbeh.2021.780326,,,Daily Optogenetic Stimulation of the Left Infralimbic Cortex Reverses Extinction Impairments in Male Rats Exposed to Single Prolonged Stress,ar,Article,Canto-de-Souza L.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"";The University of Texas at Dallas;Instituto de Neurociências e Comportamento",Sao Paulo;Richardson;Ribeirao Preto,Brazil;United States;Brazil,,,,,2021-12-20,20 December 2021,Frontiers in Behavioral Neuroscience,16625153,19700175166,,Journal,15,,780326,,,,12,0,,,,,
2-s2.0-85122183958,10.3389/fnbeh.2021.785656,,,Social Stress Increases Anxiety-Like Behavior Equally in Male and Female Zebrafish,ar,Article,Bozi B.,,Universidade Federal do Sul e Sudeste do Pará,Maraba,Brazil,,,,,2021-12-20,20 December 2021,Frontiers in Behavioral Neuroscience,16625153,19700175166,,Journal,15,,785656,,,,11,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85121989157,10.21769/BioProtoc.4279,,,"Measurement of Reactive Oxygen and Nitrogen Species in Living Cells Using the Probe 2',7'-Dichlorodihydrofluorescein",ar,Article,Dornas W.,,Universidade Federal de São Paulo;Universitätsmedizin Mainz,Sao Paulo;Mainz,Brazil;Germany,,,,,2021-12-20,20 December 2021,Bio Protocol,,21101060220,23318325,Journal,11,24,e4279,,,,0,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85121984035,10.21769/BioProtoc.4265,,,A Method to Induce Brown/Beige Adipocyte Differentiation from Murine Preadipocytes,ar,Article,Rocha A.L.,,Universidade Estadual de Campinas;Universidade Federal de São Paulo,Campinas;Sao Paulo,Brazil;Brazil,,,,,2021-12-20,20 December 2021,Bio Protocol,,21101060220,23318325,Journal,11,24,e4265,,,,9,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85121862443,10.7717/peerj.12595,,,Inhibition of SARS-CoV-2 infection in human iPSC-derived cardiomyocytes by targeting the Sigma-1 receptor disrupts cytoarchitecture and beating,ar,Article,Salerno J.A.,,Universidade Federal do Rio de Janeiro;Instituto D'Or de Pesquisa e Ensino,Rio de Janeiro;Rio de Janeiro,Brazil;Brazil,,,,,2021-12-20,December 2021,Peerj,,21100239256,21678359,Journal,9,,e12595,,,,5,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85121798972,10.1159/000520455,,,"Translation, Cross-Cultural Adaptation, and Validation of the Portuguese Version of the Rotterdam Elderly Pain Observation Scale",ar,Article,Seixas-Moizes J.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-20,20 December 2021,Dementia and Geriatric Cognitive Disorders Extra,,21100396040,16645464,Journal,11,3,,314-323,,,1,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85111037088,10.1016/j.pnpbp.2021.110399,S0278584621001585,34246730,Taurine prevents MK-801-induced shoal dispersion and altered cortisol responses in zebrafish,ar,Article,Franscescon F.,,Universidade Federal de Santa Maria,Santa Maria,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110399,,,,10,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85108259606,10.1016/j.pnpbp.2021.110388,S0278584621001470,34147534,Anti-stress effects of the glucagon-like peptide-1 receptor agonist liraglutide in zebrafish,ar,Article,Bertelli P.R.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110388,,,,13,1,all publisherfree2read repository repositoryam,All Open Access Bronze Green,,,
2-s2.0-85107824903,10.1016/j.pnpbp.2021.110387,S0278584621001469,34129889,Reduced TMS-evoked fast oscillations in the motor cortex predict the severity of positive symptoms in first-episode psychosis,ar,Article,Donati F.L.,,"University of Pittsburgh School of Medicine;Università degli Studi di Milano, Facoltà di Medicina e Chirurgia",Pittsburgh;Milan,United States;Italy,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110387,,,,9,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85107431558,10.1016/j.pnpbp.2021.110371,S0278584621001305,34089815,A low-dose combination of ketamine and guanosine counteracts corticosterone-induced depressive-like behavior and hippocampal synaptic impairments via mTORC1 signaling,ar,Article,Camargo A.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110371,,,,16,0,,,,,
2-s2.0-85107143998,10.1016/j.pnpbp.2021.110351,S027858462100110X,34000290,Shared metabolic and neuroimmune mechanisms underlying Type 2 Diabetes Mellitus and Major Depressive Disorder,re,Review,Duarte-Silva E.,,Fundacao Oswaldo Cruz;Aggeu Magalhães Institute (IAM);Universal Scientific Education and Research Network (USERN),Rio de Janeiro;Recife;Recife,Brazil;Brazil;Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110351,,,,31,0,,,,,
2-s2.0-85107131331,10.1016/j.pnpbp.2021.110367,S0278584621001263,34048863,PPARγ receptors are involved in the effects of cannabidiol on orofacial dyskinesia and cognitive dysfunction induced by typical antipsychotic in mice,ar,Article,Sonego A.B.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110367,,,,12,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85106380814,10.1016/j.pnpbp.2021.110348,S027858462100107X,33984421,Low-dose candesartan prevents schizophrenia-like behavioral alterations in a neurodevelopmental two-hit model of schizophrenia,ar,Article,Vasconcelos G.S.,,"Universidade Federal do Ceara, Faculdade de Medicina",Fortaleza,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110348,,,,12,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85106368627,10.1016/j.pnpbp.2021.110352,S0278584621001111,34015384,Cannabidiol prevents disruptions in sensorimotor gating induced by psychotomimetic drugs that last for 24-h with probable involvement of epigenetic changes in the ventral striatum,ar,Article,Pedrazzi J.F.C.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110352,,,,18,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85105287091,10.1016/j.pnpbp.2021.110341,S0278584621001007,33940097,"Post-infection depressive, anxiety and post-traumatic stress symptoms: A prospective cohort study in patients with mild COVID-19",ar,Article,Ismael F.,,Universidade Municipal de Sao Caetano do Sul;ABC Center for Mental Health Studies,Sao Caetano do Sul;Santo André,Brazil;Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110341,,,,58,2,all repository repositoryvor repositoryam,All Open Access Green,,,
2-s2.0-85091226397,10.1016/j.pnpbp.2020.110098,S0278584620304140,32937192,"Oxytocin effects on the cognition of women with postpartum depression: A randomized, placebo-controlled clinical trial",ar,Article,Donadon M.F.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-20,20 December 2021,Progress in Neuro Psychopharmacology and Biological Psychiatry,02785846,21767,18784216,Journal,111,,110098,,,,27,0,,,,,
2-s2.0-85118851837,10.1016/j.xpro.2021.100950,S2666166721006560,34820638,"Isolation, culture, and immunostaining of neonatal rat ventricular myocytes",ar,Article,Pereira A.H.M.,,Laboratório Nacional de Biociências,Campinas,Brazil,,,,,2021-12-17,17 December 2021,STAR Protocols,,21101038828,26661667,Journal,2,4,100950,,,,12,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85118602143,10.1016/j.xpro.2021.100936,S2666166721006420,34806047,"Protocol for design, construction, and selection of genome phage (gPhage) display libraries",ar,Article,Rodriguez Carnero L.A.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-17,17 December 2021,STAR Protocols,,21101038828,26661667,Journal,2,4,100936,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
