eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85120621182,10.1017/jpr.2021.20,S0021900221000206,,Clustering in preferential attachment random graphs with edge-step,ar,Article,Alves C.,,Universität Leipzig,Leipzig,Germany,,,,,2021-12-18,18 December 2021,Journal of Applied Probability,00219002,23838,,Journal,58,4,,890-908,,,2,0,,,,,
2-s2.0-85108816222,10.1016/j.ejor.2021.03.055,S0377221721002812,,A novel version of the TODIM method based on the exponential model of prospect theory: The ExpTODIM method,ar,Article,Leoneti A.B.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2021-12-16,16 December 2021,European Journal of Operational Research,03772217,22489,,Journal,295,3,,1042-1055,,,126,0,,,,,
2-s2.0-85108501068,10.1016/j.ejor.2021.03.049,S0377221721002757,,An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem,ar,Article,Oliveira W.A.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2021-12-16,16 December 2021,European Journal of Operational Research,03772217,22489,,Journal,295,3,,996-1007,,,29,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85106385215,10.1016/j.ejor.2021.03.035,S0377221721002617,,Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,ar,Article,Moreira A.,,Lawrence Berkeley National Laboratory,Berkeley,United States,,,,,2021-12-16,16 December 2021,European Journal of Operational Research,03772217,22489,,Journal,295,3,,1099-1118,,,38,0,,,,,
2-s2.0-85104118899,10.1016/j.ejor.2021.03.022,S0377221721002484,,Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,ar,Article,Vieira B.S.,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,,,2021-12-16,16 December 2021,European Journal of Operational Research,03772217,22489,,Journal,295,3,,908-923,,,24,0,,,,,
2-s2.0-85103939163,10.1016/j.ejor.2021.03.029,S0377221721002551,,"Valid inequalities, preprocessing, and an effective heuristic for the uncapacitated three-level lot-sizing and replenishment problem with a distribution structure",ar,Article,Cunha J.O.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2021-12-16,16 December 2021,European Journal of Operational Research,03772217,22489,,Journal,295,3,,874-892,,,4,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85202539974,,,,Can transformed Gaussian Markov random fields handle spatial confounding?,ar,Article,Prates M.O.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2021-12-01,Dec 2021,Journal of the Indian Statistical Association,05372585,21101245237,,Journal,59,2 Special issue,,197-220,,,0,0,,,,,
2-s2.0-85150354215,10.1123/jmpb.2020-0062,,,Correlates of the Adherence to a 24-hr Wrist-Worn Accelerometer Protocol in a Sample of High School Students,ar,Article,Lopes M.V.V.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2021-12-01,Dec 2021,Journal for the Measurement of Physical Behaviour,25756605,21101141431,25756613,Journal,4,4,,277-286,,,5,0,,,,,
2-s2.0-85132298820,10.3390/logistics5040081,,,Sustainable Supply Chain Management in the Route for a Circular Economy: An Integrative Literature Review,re,Review,Cerqueira-Streit J.A.,,Universidade de Brasília,Brasília,Brazil,,,,,2021-12-01,December 2021,Logistics,,21101126970,23056290,Journal,5,4,81,,,,33,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,,,
2-s2.0-85129983257,10.3390/logistics5040077,,,The Role of Logistics in Food Waste Reduction in Wholesalers and Small Retailers of Fruits and Vegetables: A Multiple Case Study,ar,Article,Guarnieri P.,,Universidade de Brasília,Brasília,Brazil,,,,,2021-12-01,December 2021,Logistics,,21101126970,23056290,Journal,5,4,77,,,,14,1,all publisherfullgold,All Open Access Gold,,,
