eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85142681520,10.1016/j.bej.2022.108737,S1369703X22004065,,Estimation of selectivities in transglycosylation systems with multiple transglycosylation products,ar,Article,Mitchell D.A.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2022-12-31,31 December 2022,Biochemical Engineering Journal,1369703X,16849,1873295X,Journal,189,,108737,,,,4,0,,,,,
2-s2.0-85139722791,10.1016/j.ces.2022.118167,S0009250922007515,,Numerical analysis of hydrodynamic and thermal characteristics of three inside channel configurations of a plate and shell heat exchanger (PSHE),ar,Article,Tascheck B.L.,,Universidade Federal de Santa Catarina,Florianopolis,Brazil,,,,,2022-12-31,31 December 2022,Chemical Engineering Science,00092509,16413,,Journal,264,,118167,,,,3,0,,,,,
2-s2.0-85139330511,10.1016/j.ces.2022.118153,S0009250922007370,,Supersensitive nanothermometer based on CdSe/CdSxSe1-x magic-sized quantum dots with in vivo low toxicity,ar,Article,Silva J.F.,,Universidade Federal de Alagoas,Maceio,Brazil,,,,,2022-12-31,31 December 2022,Chemical Engineering Science,00092509,16413,,Journal,264,,118153,,,,13,0,,,,,
2-s2.0-85144305184,10.1021/jacs.2c10129,,36534052,On the Cooperative Origin of Solvent-Enhanced Symmetry-Breaking Charge Transfer in a Covalently Bound Tetracene Dimer Leading to Singlet Fission,ar,Article,Mattos R.S.,,Aix Marseille Université;Universidade Federal do Rio de Janeiro,Marseille;Rio de Janeiro,France;Brazil,,,,,2022-12-28,28 December 2022,Journal of the American Chemical Society,00027863,22680,15205126,Journal,144,51,,23492-23504,,,14,0,,,,,
2-s2.0-85144275019,10.1021/acs.iecr.2c02618,,,Modeling Mono- and Multicomponent Adsorption of Phenol and Cadmium from Aqueous Solution by Peanut Shell Biochar,ar,Article,Gama B.M.V.,,Universidade Federal de Pernambuco,Recife,Brazil,,,,,2022-12-28,28 December 2022,Industrial and Engineering Chemistry Research,08885885,13057,15205045,Journal,61,51,,18833-18842,,,5,0,,,,,
2-s2.0-85143974900,10.1021/acsomega.2c05834,,,Atezolizumab-Conjugated Poly(lactic acid)/Poly(vinyl alcohol) Nanoparticles as Pharmaceutical Part Candidates for Radiopharmaceuticals,ar,Article,Ekinci M.,,Ege Üniversitesi,Izmir,Turkey,,,,,2022-12-27,27 December 2022,ACS Omega,,21100828963,24701343,Journal,7,51,,47956-47966,,,4,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85147856051,10.1039/d2nj04810h,,,"Synthesis of silver nanoparticles coupled with aromatic diselenides: greener approach, potential against glioma cells and DNA interaction",ar,Article,Saba S.,,Universidade Federal de Goiás,Goiania,Brazil,,,,,2022-12-26,26 December 2022,New Journal of Chemistry,11440546,24824,13699261,Journal,47,6,,2727-2735,,,2,0,,,,,
2-s2.0-85144637225,10.1021/acs.jcim.2c01543,,36567670,"Celebrating Diversity, Equity, Inclusion, and Respect in Computational and Theoretical Chemistry",ed,Editorial,Cournia Z.,,Biomedical Research Foundation Academy of Athens,Athens,Greece,,,,,2022-12-26,26 December 2022,Journal of Chemical Information and Modeling,15499596,130080,1549960X,Journal,62,24,,6287-6291,,,0,0,,,,,
2-s2.0-85144564847,10.1021/acsaem.2c03474,,,Efficient Ti3C2TxMXene/TiO2Hybrid Photoanodes for Dye-Sensitized Solar Cells,ar,Article,Lemos H.G.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"";Universidade Federal do ABC",Sao Paulo;Santo Andre,Brazil;Brazil,,,,,2022-12-26,26 December 2022,ACS Applied Energy Materials,,21100904205,25740962,Journal,5,12,,15928-15938,,,33,0,,,,,
2-s2.0-85140323810,10.1021/acs.jcim.2c00596,,36239304,Discovery of New Zika Protease and Polymerase Inhibitors through the Open Science Collaboration Project OpenZika,ar,Article,Mottin M.,,Universidade de Brasília;Universidade Federal de Goiás,Brasília;Goiania,Brazil;Brazil,,,,,2022-12-26,26 December 2022,Journal of Chemical Information and Modeling,15499596,130080,1549960X,Journal,62,24,,6825-6843,,,9,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85138954869,10.1021/acs.jcim.2c00579,,36149374,The Effect of Surface Composition on the Selective Capture of Atmospheric CO2by ZIF Nanoparticles: The Case of ZIF-8,ar,Article,Vendite A.C.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2022-12-26,26 December 2022,Journal of Chemical Information and Modeling,15499596,130080,1549960X,Journal,62,24,,6530-6543,,,17,1,all publisherhybridgold repository repositoryvor,All Open Access Hybrid Gold Green,,,
2-s2.0-85136662485,10.1021/acs.jcim.2c00693,,35960688,Structure-Based Identification of Naphthoquinones and Derivatives as Novel Inhibitors of Main Protease Mproand Papain-like Protease PLproof SARS-CoV-2,ar,Article,Santos L.H.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2022-12-26,26 December 2022,Journal of Chemical Information and Modeling,15499596,130080,1549960X,Journal,62,24,,6553-6573,,,31,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85131515883,10.1021/acs.jcim.2c00533,,35587272,"Bias Amplification in Gender, Gender Identity, and Geographical Affiliation",re,Review,Cascella M.,,Universitetet i Oslo,Oslo,Norway,,,,,2022-12-26,26 December 2022,Journal of Chemical Information and Modeling,15499596,130080,1549960X,Journal,62,24,,6297-6301,,,3,1,all publisherhybridgold repository repositoryvor,All Open Access Hybrid Gold Green,,,
