eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85061250790,10.1142/S0218126619502438,,,A New CPFSK Demodulation Approach for Software Defined Radio,ar,Article,Mayer K.S.,,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2019-12-31,31 December 2019,Journal of Circuits Systems and Computers,02181266,26046,17936454,Journal,28,14,1950243,,,,4,0,,,,,
2-s2.0-85069596524,10.1016/j.eswa.2019.07.029,S0957417419305081,,Pathfinding in hierarchical representation of large realistic virtual terrains for simulation systems,ar,Article,Brondani J.R.,,Universidade Federal do Rio Grande do Sul,Porto Alegre,Brazil,,,,,2019-12-30,30 December 2019,Expert Systems with Applications,09574174,24201,,Journal,138,,112812,,,,16,0,,,,,
2-s2.0-85102328546,10.1002/9781119552635.ch5,,,Ultra reliable low latency communications as an enabler for industry automation,ch,Book Chapter,Nadas J.P.B.,,University of Glasgow,Glasgow,United Kingdom,,,,,2019-12-27,27 December 2019,Wireless Automation as an Enabler for the Next Industrial Revolution,,21101039698,,Book,,,,89-107,,,2,0,,,,,
2-s2.0-85102232063,10.1002/9781119686750.ch9,,,Optimization in multilevel green transportation problems with electrical vehicles,ch,Book Chapter,Leite M.R.,,Universidade Federal de Juiz de Fora,Juiz de Fora,Brazil,,,,,2019-12-27,27 December 2019,Solving Transport Problems Towards Green Logistics,,21101039648,,Book,,,,203-228,,,1,0,,,,,
2-s2.0-85077458495,10.3390/ijms21010196,,31892140,Immediate and Late Effects of Early Weaning on Rat Gastric Cell Differentiation,ar,Article,Teles Silva M.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2019-12-27,27 December 2019,International Journal of Molecular Sciences,,25879,14220067,Journal,21,1,,,,,3,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85091213810,10.17851/1983-3652.12.3.I-II,,,Editorial,ed,Editorial,Pereira D.R.M.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2019-12-26,26 December 2019,Texto Livre,,21100833036,19833652,Journal,12,3,,I-II,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85073004202,10.1016/j.comnet.2019.106939,S1389128619304578,,Integer linear programming formulations for the variable data rate and variable channel bandwidth scheduling problem in wireless networks,ar,Article,Costa J.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2019-12-24,24 December 2019,Computer Networks,13891286,26811,,Journal,165,,106939,,,,4,0,,,,,
2-s2.0-85091203490,10.17851/1983-3652.12.3.168-195,,,Building subtitles corpora: A step-by-step methodology for corpus-based research,ar,Article,Da Silva J.M.V.,,"Instituto Federal de Educação, Ciência e Tecnologia Goiano Campus Rio Verde",Rio Verde,Brazil,,,,,2019-12-22,22 December 2019,Texto Livre,,21100833036,19833652,Journal,12,3,,168-195,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85076986894,10.3390/s20010055,,31861866,A Real-Time Automatic Plate Recognition System Based on Optical Character Recognition and Wireless Sensor Networks for ITS,ar,Article,Dalarmelina N.d.V.,,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",Sao Paulo,Brazil,,,,,2019-12-20,20 December 2019,Sensors Basel Switzerland,,130124,14248220,Journal,20,1,,,,,11,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85077464260,10.1049/iet-com.2018.5165,,,Performance improvement of a non-intrusive voice quality metric in lossy networks,ar,Article,Nunes R.D.,,Universidade Federal de Lavras,Lavras,Brazil,,,,,2019-12-19,19 December 2019,Iet Communications,17518628,5300152202,,Journal,13,20,,3401-3408,,,7,0,,,,,
2-s2.0-85083092142,10.1137/18m121040x,,,New sequential optimality conditions for mathematical programs with complementarity constraints and algorithmic consequences,ar,Article,Andreani R.,,Universidade Estadual de Campinas,Campinas,Brazil,,,,,2019-12-17,17 December 2019,SIAM Journal on Optimization,10526234,26422,,Journal,29,4,,3201-3230,,,42,0,,,,,
2-s2.0-85077783404,10.1093/bioinformatics/btz534,,31250887,RTNduals: An R/Bioconductor package for analysis of co-regulation and inference of dual regulons,ar,Article,Chagas V.S.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2019-12-15,15 December 2019,Bioinformatics,13674803,17945,14602059,Journal,35,24,,5357-5358,,,15,2,all repository repositoryvor,All Open Access Green,,,
2-s2.0-85076800722,10.1109/TSP.2019.2954519,,,Distributed robust beamforming based on low-rank and cross-correlation techniques: Design and analysis,ar,Article,Ruan H.,,University of York,York,United Kingdom,,,,,2019-12-15,15 December 2019,IEEE Transactions on Signal Processing,1053587X,17391,19410476,Journal,67,24,8907388,6411-6423,,,10,0,,,,,
2-s2.0-85075629292,10.1093/bioinformatics/btz421,,31116391,Improving data splitting for classification applications in spectrochemical analyses employing a random-mutation Kennard-Stone algorithm approach,ar,Article,Morais C.L.M.,,Faculty of Clinical and Biomedical Sciences,Preston,United Kingdom,,,,,2019-12-15,15 December 2019,Bioinformatics,13674803,17945,14602059,Journal,35,24,,5257-5263,,,103,1,all publisherhybridgold repository repositoryvor repositoryam,All Open Access Hybrid Gold Green,,,
2-s2.0-85074522786,10.1016/j.chemolab.2019.103889,S0169743919303910,,Automatic segmentation method for CFU counting in single plate-serial dilution,ar,Article,Boukouvalas D.T.,,Universidade Nove de Julho,Sao Paulo,Brazil,,,,,2019-12-15,15 December 2019,Chemometrics and Intelligent Laboratory Systems,01697439,24595,18733239,Journal,195,,103889,,,,16,0,,,,,
2-s2.0-85074458495,10.1016/j.chemolab.2019.103890,S0169743919301844,,Fourier transform infrared imaging and quantitative analysis of pre-treated wood fibers: A comparison between partial least squares and multivariate curve resolution with alternating least squares methods in a case study,ar,Article,Araya J.A.,,Universidad de Concepcion,Concepcion,Chile,,,,,2019-12-15,15 December 2019,Chemometrics and Intelligent Laboratory Systems,01697439,24595,18733239,Journal,195,,103890,,,,5,0,,,,,
2-s2.0-85072705465,10.1016/j.comcom.2019.09.015,S0140366419301409,,FWB: Funneling Wider Bandwidth algorithm for high performance data collection in Wireless Sensor Networks,ar,Article,Tavares R.C.,,Universidade Federal de Minas Gerais,Belo Horizonte,Brazil,,,,,2019-12-15,15 December 2019,Computer Communications,01403664,13681,1873703X,Journal,148,,,136-151,,,5,0,,,,,
2-s2.0-85069001613,10.1016/j.eswa.2019.07.020,S0957417419304993,,A hybrid approach for a multi-compartment container loading problem,ar,Article,Ranck Júnior R.,,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,Brazil,,,,,2019-12-15,15 December 2019,Expert Systems with Applications,09574174,24201,,Journal,137,,,471-492,,,23,0,,,,,
2-s2.0-85068929876,10.1016/j.eswa.2019.07.012,S0957417419304919,,Measuring the Shattering coefficient of Decision Tree models,ar,Article,de Mello R.F.,,,,,,,,,2019-12-15,15 December 2019,Expert Systems with Applications,09574174,24201,,Journal,137,,,443-452,,,10,0,,,,,
2-s2.0-85068454684,10.1016/j.eswa.2019.06.067,S0957417419304750,,A strategy and evaluation method for ground global path planning based on aerial images,ar,Article,Borges C.D.B.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2019-12-15,15 December 2019,Expert Systems with Applications,09574174,24201,,Journal,137,,,232-252,,,24,0,,,,,
