eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85103596891,10.6063/motricidade.20151,,,Burnout syndrome in nurses working in neonatal intensive care Unit,ar,Article,de Araújo A.L.B.,,Universidade Federal da Paraíba,Joao Pessoa,Brazil,,,,,2019-12-31,31 December 2019,Motricidade,1646107X,19900191752,21822972,Journal,15,4,,51-58,,,2,0,,,,,
2-s2.0-85103592258,10.6063/motricidade.20123,,,Effect of customized insoles with support of longitudinal arch and neutralization of subtalar joint in dynamic balance of diabetic elderly,ar,Article,Guimarães D.S.,,Universidade Anhembi Morumbi,Sao Paulo,Brazil,,,,,2019-12-31,31 December 2019,Motricidade,1646107X,19900191752,21822972,Journal,15,4,,13-20,,,1,0,,,,,
2-s2.0-85103577369,10.6063/motricidade.20237,,,The adolescence and public policy in Brazil: Incidence of vulnerability,ar,Article,de Souza C.R.B.,,Centro Universitário Católica de Quixadá (UniCatólica),Quixada,Brazil,,,,,2019-12-31,31 December 2019,Motricidade,1646107X,19900191752,21822972,Journal,15,4,,59-64,,,1,0,,,,,
2-s2.0-85103549865,10.6063/motricidade.20068,,,Analysis of the procedures used in early mobilization in critical patients,ar,Article,Nuvens Silveira A.C.C.,,IJF,Fortaleza,Brazil,,,,,2019-12-31,31 December 2019,Motricidade,1646107X,19900191752,21822972,Journal,15,4,,71-80,,,1,0,,,,,
2-s2.0-85111695714,10.5935/1676-2444.20190059,,,Bloodstream infection by Acinetobacter radioresistens: The first case report in Brazil,ar,Article,Lopes M.C.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,669-674,,,4,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111690101,10.5935/1676-2444.20190056,,,"Medical residency training in clinical pathology/laboratory medicine at the paulista school of medicine, federal university of são Paulo",ar,Article,Andriolo A.,,Universidade Federal de São Paulo,Sao Paulo,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,633-640,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111684940,10.5935/1676-2444.20190062,,,Investigation of Chagas disease within the same family: Case study,ar,Article,Takamiya N.T.,,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,693-704,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111682052,10.5935/1676-2444.20190061,,,Glandular odontogenic cyst: Report of an unusual case in the posterior mandible,ar,Article,França G.M.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,683-687,,,0,2,all repository repositoryam,All Open Access Green,,,
2-s2.0-85111674416,10.5935/1676-2444.20190060,,,Choroid plexus papilloma: Case report,ar,Article,Martins W.D.,,Universidade Federal de Goiás,Goiania,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,675-682,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111669707,10.5935/1676-2444.20190052,,,Acute promyelocytic leukemia: Evaluation of diagnostic tests from 2000 to 2018 in a public hospital,ar,Article,Hey A.C.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,580-597,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111637060,10.5935/1676-2444.20190063,,,Clinical difference between identical twins with sickle cell anemia,ar,Article,Laurentino M.R.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,705-710,,,0,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111636771,10.5935/1676-2444.20190055,,,Method of histopathological diagnosis of mammary nodules through deep learning algorithm,ar,Article,Kuiava V.A.,,Universidade de Passo Fundo,Passo Fundo,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,620-632,,,1,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111628277,10.5935/1676-2444.20190057,,,Results of laboratory tests not accessed in Brazilian private laboratories,ar,Article,Shcolnik W.,,Fleury;University of Rio de Janeiro,Sao Paulo;Rio de Janeiro,Brazil;Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,641-649,,,0,2,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111624676,10.5935/1676-2444.20190053,,,Prevalence of inversions in introns 1 and 22 of the factor VIII gene and inhibitors in patients from southern Brazil,ar,Article,Corrêa M.C.S.M.,,Faculdades Pequeno Príncipe,Curitiba,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,598-605,,,1,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
2-s2.0-85111617239,10.5935/1676-2444.20190058,,,Juvenile ossifying fibroma: Series of seven cases focusing on clinical and pathological aspects,ar,Article,Rodrigues K.S.,,Universidade Federal do Rio Grande do Norte,Natal,Brazil,,,,,2019-12-20,20 December 2019,Jornal Brasileiro De Patologia E Medicina Laboratorial,16762444,4700152478,16784774,Journal,55,6,,659-668,,,2,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
