eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85196642174,10.21134/eurjhm.2023.51.9,,,Attentional focus instruction on the hands during bimanual coordination in children with probable developmental coordination disorder,ar,Article,Ferraciola-Gama M.,,Universidade Federal do Ceará,Fortaleza,Brazil,,,,,2023-12-31,31 December 2023,European Journal of Human Movement,,21101037316,23864095,Journal,51,,,98-114,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85181438996,10.12800/ccd.v18i58.1991,,,Brazilian combat athletes face the postponement of the 2020 Olympics,ar,Article,Camilo J.A.O.,,Universidade Federal da Bahia,Salvador,Brazil,,,,,2023-12-26,26 December 2023,Cultura Ciencia Y Deporte,16965043,19600162207,,Journal,18,58,,163-178,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85180871721,10.1055/s-0043-1768728,,38147846,Telehealth as a Component of One Health: a Position Paper,ar,Article,Basu A.,,University of Canterbury,Christchurch,New Zealand,,,,,2023-12-26,26 December 2023,Yearbook of Medical Informatics,09434747,11400153302,23640502,Journal,32,1,,19-26,,,0,1,all publisherhybridgold repository repositoryvor,All Open Access Hybrid Gold Green,,,
2-s2.0-85180864640,10.1055/s-0043-1768743,,38147870,"Machine and Deep Learning Dominate Recent Innovations in Sensors, Signals and Imaging Informatics",ar,Article,Baumgartner C.,,Technische Universitat Graz,Graz,Austria,,,,,2023-12-26,26 December 2023,Yearbook of Medical Informatics,09434747,11400153302,23640502,Journal,32,1,,282-285,,,2,1,all publisherhybridgold repository repositoryvor,All Open Access Hybrid Gold Green,,,
2-s2.0-85180818417,10.1055/s-0043-1768731,,38147869,Security and Privacy in Machine Learning for Health Systems: Strategies and Challenges,ar,Article,de Aguiar E.J.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2023-12-26,26 December 2023,Yearbook of Medical Informatics,09434747,11400153302,23640502,Journal,32,1,,269-281,,,5,1,all publisherhybridgold repository repositoryvor,All Open Access Hybrid Gold Green,,,
2-s2.0-85180740365,10.3233/NRE-230212,,38143394,Long COVID neuropsychological follow-up: Is cognitive rehabilitation relevant?,ar,Article,Braga L.W.,,SARAH Network of Rehabilitation Hospitals,Brasilia,Brazil,,,,,2023-12-22,22 December 2023,Neurorehabilitation,10538135,18019,18786448,Journal,53,4,,517-534,,,4,1,all publisherfree2read,All Open Access Bronze,,,
2-s2.0-85205944619,,,,Methodological protocol for the development of a mobile application for the promotion of physical activity based on gamification: CLUMPS,ar,Article,Pestana E.R.,,Universidade Federal do Maranhão;Universidade Ceuma (UNICEUMA),Sao Luis;Sao Luis,Brazil;Brazil,,,,,2023-12-20,20 December 2023,Revista Cubana De Informacion En Ciencias De La Salud,,21100312401,23072113,Journal,34,,e2169,,,,0,0,,,,,
2-s2.0-85178030120,10.1017/BrImp.2023.2,S1443964623000025,,Functional improvements associated with cranioplasty after stroke and traumatic brain injury: A cohort study,ar,Article,Coelho F.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2023-12-17,17 December 2023,Brain Impairment,14439646,19400156832,18395252,Journal,24,3,,721-731,,,6,0,,,,,
2-s2.0-85168261885,10.1055/a-2108-6594,,37557904,Moderation of Physical Activity between Cardiometabolic Risk and Adiponectin in Adolescents,ar,Article,Tadiotto M.C.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2023-12-13,13 December 2023,International Journal of Sports Medicine,01724622,19864,14393964,Journal,44,12,,889-895,,,1,0,,,,,
2-s2.0-85181380817,10.4018/9781668492512.ch007,,,Neuromodulation as a therapeutic resource to promote human occupation in occupational therapy,ch,Book Chapter,do Prado De Carlo M.M.R.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2023-12-07,7 December 2023,Handbook of Research on Advances in Digital Technologies to Promote Rehabilitation and Community Participation,,21101195138,,Book,,,,142-161,,,0,0,,,,,
2-s2.0-85178499034,10.1088/1361-6560/ad02d5,,37827167,Performance of LGAD strip detectors for particle counting of therapeutic proton beams,ar,Article,Monaco V.,,"Università degli Studi di Torino;Istituto Nazionale di Fisica Nucleare, Sezione di Torino",Turin;Turin,Italy;Italy,,,,,2023-12-07,7 December 2023,Physics in Medicine and Biology,00319155,29203,13616560,Journal,68,23,235009,,,,5,1,all publisherhybridgold,All Open Access Hybrid Gold,,,
2-s2.0-85195863886,10.3390/jmp4040019,,,IL10 Gene and Neurodegenerative Sclerosis: A Systematic Review and Meta-Analysis,re,Review,de Almeida I.D.M.,,Universidade Federal de Goiás,Goiania,Brazil,,,,,2023-12-01,December 2023,Journal of Molecular Pathology,,21101227950,26735261,Journal,4,4,,213-224,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85193491473,10.1016/j.mex.2023.102425,S2215016123004211,,A novel technique for implementing the finite element method in a shallow water equation,ar,Article,Swastika P.V.,,Universitas Udayana,Bali,Indonesia,,,,,2023-12-01,December 2023,Methodsx,,21100317906,22150161,Journal,11,,102425,,,,1,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85193282556,10.1016/j.neuri.2023.100147,S2772528623000328,,Integration of eye-tracking systems with sport concussion assessment tool 5th edition for mild TBI and concussion diagnostics in neurotrauma: Building a framework for the artificial intelligence era,ar,Article,Müller Fiedler A.,,University of Miami Leonard M. Miller School of Medicine,Miami,United States,,,,,2023-12-01,December 2023,Neuroscience Informatics,,21101257876,27725286,Journal,3,4,100147,,,,1,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85185942247,10.12680/balneo.2023.607,,,"Distribution of plantar pressures under static conditions, in various areas of the pediatric flatfoot in sensitive period of development – pilot study",ar,Article,Panaet E.A.,,Universitatea din Bacau,Bacu,Romania,,,,,2023-12-01,December 2023,Balneo and Prm Research Journal,2734844X,21101180704,27348458,Journal,14,4,607,,,,4,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85185349408,10.1016/j.mex.2023.102419,S2215016123004156,,AgDataBox-IoT - application development for agrometeorological stations in smart,ar,Article,Hachisuca A.M.M.,,Universidade Estadual do Oeste do Paraná,Cascavel,Brazil,,,,,2023-12-01,December 2023,Methodsx,,21100317906,22150161,Journal,11,,102419,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85182501451,10.23736/S1973-9087.23.07928-5,,37847246,Photobiomodulation therapy combined with static magnetic field is better than placebo in patients with fibromyalgia: a randomized placebo-controlled trial,ar,Article,Ribeiro N.F.,,Universidade Nove de Julho,Sao Paulo,Brazil,,,,,2023-12-01,December 2023,European Journal of Physical and Rehabilitation Medicine,19739087,11700154353,19739095,Journal,59,6,,754-762,,,6,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85181492960,10.18004/rdn2023.dic.02.064.077,,,Non-suicidal self-injury in medical students: frequency and associated factors,ar,Article,Barrios I.,,Facultad de Ciencias Medicas Universidad Nacional de Asuncion;Universidad Sudamericana,Asuncion;Salto del Guairá,Paraguay;Paraguay,,,,,2023-12-01,Dec 2023,Revista Del Nacional Itaugua,20728174,21101178117,23073640,Journal,15,2,,64-77,,,0,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85180705079,10.3390/sports11120242,,,Acute Responses of Youth Elite Players to a Football Match in Terms of Blood Markers,ar,Article,Fornaziero A.M.,,Universidade Federal do Parana,Curitiba,Brazil,,,,,2023-12-01,December 2023,Sports,,21101042146,20754663,Journal,11,12,242,,,,3,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85180693343,10.3390/educsci13121215,,,Teachers’ Perspectives on Students’ Cultural Diversity: A Systematic Literature Review,re,Review,Semião D.,,"Instituto Politécnico de Lisboa;Instituto de Educação, Universidade de Lisboa",Lisbon;Lisbon,Portugal;Portugal,,,,,2023-12-01,December 2023,Education Sciences,,21100897500,22277102,Journal,13,12,1215,,,,11,1,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85180687462,10.3390/foods12244419,,,"Study of the Oxidative and Microbiological Stability of Nitrite-Reduced, Vacuum-Packed, Refrigerated Lamb Sausages Supplemented with Red Propolis Extract",ar,Article,Gotardo L.R.M.,,Universidade de São Paulo,Sao Paulo,Brazil,,,,,2023-12-01,December 2023,Foods,,21100898636,23048158,Journal,12,24,4419,,,,2,1,all publisherfullgold repository repositoryvor,All Open Access Gold Green,,,
2-s2.0-85180680718,10.3390/sports11120244,,,Psychometric Characteristics of the Brazil Mood Scale among Youth and Elite Athletes Using Two Response Time Frames,ar,Article,Rohlfs I.C.P.d.M.,,Universidade Federal de Minas Gerais;University of Southern Queensland;Unified Center for the Identification and Development of Performance Athletes (CUIDAR),Belo Horizonte;Toowoomba;Rio de Janeiro,Brazil;Australia;Brazil,,,,,2023-12-01,December 2023,Sports,,21101042146,20754663,Journal,11,12,244,,,,1,1,all publisherfullgold repository repositoryvor repositoryam,All Open Access Gold Green,,,
