eid,subject area code
2-s2.0-85176323167,2701
2-s2.0-85176323167,2916
2-s2.0-85176323167,2739
2-s2.0-85182879246,2730
2-s2.0-85182879246,2741
2-s2.0-85182879246,1306
2-s2.0-85183842421,1300
2-s2.0-85183842421,3400
2-s2.0-85183842421,1100
2-s2.0-85183145681,3500
2-s2.0-85196642174,3306
2-s2.0-85196642174,3612
2-s2.0-85196642174,3301
2-s2.0-85179752441,1000
2-s2.0-85188126448,1910
2-s2.0-85188126448,1104
2-s2.0-85181416282,2911
2-s2.0-85181416282,2719
2-s2.0-85181416282,2739
2-s2.0-85166071740,2701
2-s2.0-85166071740,2916
2-s2.0-85163846507,2701
2-s2.0-85163846507,2916
2-s2.0-85163624055,2701
2-s2.0-85163624055,2916
2-s2.0-85160945355,2701
2-s2.0-85160945355,2916
2-s2.0-85180447171,2900
2-s2.0-85217500448,2701
2-s2.0-85217500448,2917
2-s2.0-85217500448,2914
2-s2.0-85173255214,1106
2-s2.0-85173255214,3003
2-s2.0-85173255214,2916
2-s2.0-85173255214,2715
2-s2.0-85158015558,2701
2-s2.0-85158015558,2916
2-s2.0-85177574472,2701
2-s2.0-85177574472,2916
2-s2.0-85177574472,2739
2-s2.0-85179015023,2900
2-s2.0-85217967029,2903
2-s2.0-85217967029,3505
2-s2.0-85217967029,3504
2-s2.0-85200216885,2903
2-s2.0-85200216885,3505
2-s2.0-85200216885,3504
2-s2.0-85193018041,2900
2-s2.0-85193014929,2900
2-s2.0-85192962603,2900
2-s2.0-85192961274,2900
2-s2.0-85192960092,2900
2-s2.0-85192276989,2900
2-s2.0-85192258167,2900
2-s2.0-85187937005,2903
2-s2.0-85187937005,3505
2-s2.0-85187937005,3504
2-s2.0-85187815650,2712
2-s2.0-85187815650,3501
2-s2.0-85187815650,2916
2-s2.0-85187815650,1310
2-s2.0-85187151075,1106
2-s2.0-85187151075,2916
2-s2.0-85183803064,2905
2-s2.0-85180724443,1106
2-s2.0-85180724443,2916
2-s2.0-85180669736,1106
2-s2.0-85180669736,2916
2-s2.0-85180663779,2701
2-s2.0-85180663779,2738
2-s2.0-85180663779,2801
2-s2.0-85180663779,2921
2-s2.0-85180489292,1106
2-s2.0-85180489292,2916
2-s2.0-85180483930,1106
2-s2.0-85180483930,2916
2-s2.0-85180470349,2911
2-s2.0-85180470349,2719
2-s2.0-85180470349,2718
2-s2.0-85180470349,3605
2-s2.0-85180439082,1106
2-s2.0-85180439082,2916
2-s2.0-85180428354,2911
2-s2.0-85180428354,2719
2-s2.0-85180428354,2718
2-s2.0-85180428354,3605
2-s2.0-85180425720,2911
2-s2.0-85180425720,2719
2-s2.0-85180425720,2718
2-s2.0-85180425720,3605
2-s2.0-85180425557,1106
2-s2.0-85180425557,2916
2-s2.0-85180422284,2911
2-s2.0-85180422284,2719
2-s2.0-85180422284,2718
2-s2.0-85180422284,3605
2-s2.0-85180325456,2909
2-s2.0-85180325456,2717
2-s2.0-85180317601,2900
2-s2.0-85179827326,3306
2-s2.0-85179827326,2701
2-s2.0-85179827326,2916
2-s2.0-85179785718,3306
2-s2.0-85179785718,2701
2-s2.0-85179785718,2916
2-s2.0-85179640925,2910
2-s2.0-85179640925,2701
2-s2.0-85179640925,2739
2-s2.0-85179640903,2910
2-s2.0-85179640903,2701
2-s2.0-85179640903,2739
2-s2.0-85179492536,2718
2-s2.0-85179492536,2901
2-s2.0-85179484525,2718
2-s2.0-85179484525,2901
2-s2.0-85179371533,1106
2-s2.0-85179371533,2916
2-s2.0-85179344627,2911
2-s2.0-85179344627,2719
2-s2.0-85179344627,2718
2-s2.0-85179344627,3605
2-s2.0-85178995271,2712
2-s2.0-85178995271,2916
2-s2.0-85178961297,2701
2-s2.0-85178961297,3612
2-s2.0-85178961297,2916
2-s2.0-85178937965,1106
2-s2.0-85178937965,2916
2-s2.0-85178913426,1106
2-s2.0-85178913426,2916
2-s2.0-85178904771,1106
2-s2.0-85178904771,2916
2-s2.0-85178896512,2910
2-s2.0-85178896512,3306
2-s2.0-85178896512,2719
2-s2.0-85178886760,2911
2-s2.0-85178886760,2719
2-s2.0-85178886760,2718
2-s2.0-85178886760,3605
2-s2.0-85178650844,2712
2-s2.0-85178650844,1314
2-s2.0-85178650844,2916
2-s2.0-85178650844,2737
2-s2.0-85178649333,2712
2-s2.0-85178649333,1314
2-s2.0-85178649333,2916
2-s2.0-85178649333,2737
2-s2.0-85178494915,2728
2-s2.0-85178494915,2705
2-s2.0-85178494915,2902
2-s2.0-85178471845,2701
2-s2.0-85178471845,2916
2-s2.0-85178471845,2717
2-s2.0-85178075596,2728
2-s2.0-85178075596,2705
2-s2.0-85178075596,2902
2-s2.0-85177853708,2701
2-s2.0-85177853708,2916
2-s2.0-85177853708,2717
2-s2.0-85177806976,2701
2-s2.0-85177806976,2916
2-s2.0-85177806976,2717
2-s2.0-85177800229,2711
2-s2.0-85177800229,2907
2-s2.0-85177800229,2705
2-s2.0-85177456333,2712
2-s2.0-85177456333,2701
2-s2.0-85177456333,1310
2-s2.0-85177456333,2916
2-s2.0-85177047611,2712
2-s2.0-85177047611,1310
2-s2.0-85177047611,2916
2-s2.0-85176959296,2916
2-s2.0-85176959296,2706
2-s2.0-85176802767,2746
2-s2.0-85176802767,2800
2-s2.0-85176802767,2921
2-s2.0-85176802767,2728
2-s2.0-85176802767,2738
2-s2.0-85176550694,2711
2-s2.0-85176550694,2907
2-s2.0-85176550694,2705
2-s2.0-85176125105,2900
2-s2.0-85175878601,2724
2-s2.0-85175878601,2705
2-s2.0-85175878601,2903
2-s2.0-85175878601,2902
2-s2.0-85175872436,2742
2-s2.0-85175872436,2730
2-s2.0-85175872436,2917
2-s2.0-85175842520,1106
2-s2.0-85175842520,2701
2-s2.0-85175842520,2916
2-s2.0-85175650630,2746
2-s2.0-85175650630,2712
2-s2.0-85175650630,2916
2-s2.0-85175624067,2746
2-s2.0-85175624067,2712
2-s2.0-85175624067,2916
2-s2.0-85175482062,2712
2-s2.0-85175482062,2916
